article_id,pmid,title_en,title_ja,aggregated_decision,category_votes
369,24670286,The relationship between apathy and participation in therapeutic activities in nursing home residents with dementia: Evidence for an association and directions for further research,認知症介護施設入居者における無関心と治療的活動への参加の関係：関連性の証拠と今後の研究の方向性,2,1+0
372,27158121,Clinical clusters and dopaminergic dysfunction in de-novo Parkinson disease,新規発症パーキンソン病における臨床的クラスターとドーパミン作動性機能障害,2,1+0
374,35331144,The shift from old age to very old age: an analysis of the perception of aging among older people,老年期から超老年期への移行：高齢者の加齢認識に関する分析,1,1+0
380,28130887,Neural correlates of apathy in late-life depression: a pilot [(18) F]FDDNP positron emission tomography study,老年期うつ病における無気力の神経相関：パイロット研究［18F］FDDNP陽電子放射断層撮影法による検討,2,1+0
381,39835577,Reward Decision Network Disconnection in Poststroke Apathy: A Prospective Multimodality Imaging Study,脳卒中後の無関心における報酬決定ネットワークの切断：前向き多モダリティ画像研究,1,1+0
382,37132066,Evaluation of apathy among institutionalized older persons: Its mediating role between cognitive functioning and lack of awareness,施設入所高齢者の無関心症の評価：認知機能と自覚症状の欠如との間の媒介的役割,2,1+1
385,30425751,Apathy Is Correlated with Widespread Diffusion Tensor Imaging (DTI) Impairment in Amyotrophic Lateral Sclerosis,筋萎縮性側索硬化症における無関心と拡散テンソル画像（DTI）障害の広範な相関,1,1+0
387,32635640,Effects of the Level of Interactivity of a Social Robot and the Response of the Augmented Reality Display in Contextual Interactions of People with Dementia,認知症患者の状況に応じた相互作用におけるソーシャルロボットの対話レベルと拡張現実ディスプレイの応答が及ぼす影響,2,1+1
390,28240379,Different apathy clinical profile and neural correlates in behavioral variant frontotemporal dementia and Alzheimer's disease,行動変異型前頭側頭型認知症とアルツハイマー病における無関心症の臨床プロファイルと神経相関の違い,2,1+1
392,29210282,Neuropsychiatric Profile in Early Versus Late Onset Alzheimer's Disease,早期発症と遅発性アルツハイマー病における神経精神医学的プロファイル,2,1+1
396,34024833,Clinical Phenotypes of Behavioral Variant Frontotemporal Dementia by Age at Onset,発症年齢による行動変異型前頭側頭型認知症の臨床的表現型,1,0+1
399,28911268,"Apathy, not depressive symptoms, as a predictor of semantic and phonemic fluency task performance in stroke and transient ischemic attack",脳卒中および一過性脳虚血発作における意味的・音韻的流暢性課題の予測因子としての無関心（抑うつ症状ではない）,1,1+1
400,27270271,Computerized assessment of goal-directed behavior in Parkinson's disease,パーキンソン病における目標指向行動のコンピュータ化評価,2,1+0
401,26117435,Caregiver report of apathy predicts dementia in Parkinson's disease,介護者による無気力感の報告はパーキンソン病における認知症を予測する,2,1+1
402,30403307,Prominent physical inactivity in acute dementia care: Psychopathology seems to be more important than the dose of sedative medication,急性期認知症ケアにおける顕著な身体活動不足：鎮静薬投与量よりも精神病理学的要因が重要と思われる,2,1+0
407,28079675,Recent advances in the management of neuropsychiatric symptoms in dementia,認知症における神経精神症状管理の最近の進展,1,1+1
409,26209222,Patterns of Neuropsychiatric Symptoms in Mild Cognitive Impairment and Risk of Dementia,軽度認知障害における神経精神症状のパターンと認知症リスク,2,1+0
410,39164933,Cognitive behavioural treatment for mild Alzheimer's patients and their caregivers (CBTAC): results of a randomised controlled trial,軽度アルツハイマー病患者とその介護者に対する認知行動療法（CBTAC）：無作為化比較試験の結果,2,1+1
411,26578083,Motivational processes in mild cognitive impairment and Alzheimer's disease: results from the Motivational Reserve in Alzheimer's (MoReA) study,軽度認知障害およびアルツハイマー病における動機付けプロセス：アルツハイマー病における動機付け予備力（MoReA）研究の結果,2,1+0
413,29097960,Activity Disengagement: Understanding Challenges and Opportunities for Reengagement,活動からの離脱：再関与に向けた課題と機会の理解,2,1+0
414,31640092,"The LIBRA Index in Relation to Cognitive Function, Functional Independence, and Psycho-Behavioral Symptoms in a Sample of Non-Institutionalized Seniors at Risk of Dementia",認知症リスクのある非施設入所高齢者を対象とした認知機能、機能的自立度、精神行動症状とLIBRA指標の関係,2,1+0
417,35446723,Apathy as a Predictor for Conversion From Mild Cognitive Impairment to Dementia: A Systematic Review and Meta-Analysis of Longitudinal Studies,軽度認知障害から認知症への移行を予測する無関心：縦断研究の系統的レビューとメタ分析,2,1+1
419,29256912,Apathy and Cognitive Deficits in Patients with Transient Global Ischemia After Cardiac Arrest,心停止後の一過性全脳虚血患者における無関心と認知機能障害,2,1+0
421,28276131,Different clinical effect of four antidementia drugs for Alzheimer's disease patients depending on white matter severity,アルツハイマー病患者における4種類の抗認知症薬の臨床効果は白質病変の重症度によって異なる,2,1+0
422,25876569,Computerized touch-panel screening tests for detecting mild cognitive impairment and Alzheimer's disease,軽度認知障害およびアルツハイマー病検出のためのコンピュータ化タッチパネルスクリーニング検査,2,1+0
423,29213453,Effects of cognitive stimulation on neuropsychiatric symptoms in elderly with Alzheimer's disease: A systematic review,アルツハイマー病高齢者の神経精神症状に対する認知刺激の効果：系統的レビュー,2,1+1
424,30877750,Hallucinations and Delusions Signal Alzheimer's Associated Cognitive Dysfunction More Strongly Compared to Other Neuropsychiatric Symptoms,幻覚と妄想は、他の神経精神症状と比較してアルツハイマー病関連認知機能障害をより強く示す,1,1+0
425,30688000,Can we predict amyloid deposition by objective cognition and regional cerebral blood flow in patients with subjective cognitive decline?,主観的認知機能低下患者におけるアミロイド沈着を客観的認知機能と局所脳血流で予測できるか？,2,1+0
426,28755989,Apathy Mediates Cognitive Difficulties in Geriatric Depression,無関心は老年期うつ病における認知障害を媒介する,2,1+0
429,26296336,Prevalence and correlates of apathy in myotonic dystrophy type 1,筋強直性ジストロフィー1型における無気力の有病率と関連因子,2,0+1
430,33793069,Characterization of dementia with Lewy bodies (DLB) and mild cognitive impairment using the Lewy body dementia module (LBD-MOD),レビー小体型認知症（DLB）および軽度認知障害のレビー小体型認知症モジュール（LBD-MOD）を用いた特徴付け,2,1+1
431,35538522,Characteristics of people living with undiagnosed dementia: findings from the CFAS Wales study,未診断認知症患者の特徴：CFASウェールズ研究からの知見,2,1+1
432,30452412,Long-Term Severe Mental Disorders Preceding Behavioral Variant Frontotemporal Dementia: Frequency and Clinical Correlates in an Outpatient Sample,行動変異型前頭側頭型認知症に先行する長期重篤精神疾患：外来患者サンプルにおける頻度と臨床的相関,2,1+1
433,36123648,The presence and co-incidence of geriatric syndromes in older patients with mild-moderate Lewy body dementia,軽度～中等度レビー小体型認知症高齢患者における老年症候群の併存と同時発生,2,1+1
435,25923857,ON-OFF Effects of Dopaminergic Therapy on Psychiatric Symptoms in Parkinson's Disease,パーキンソン病における精神症状に対するドーパミン作動薬療法のON-OFF効果,2,1+1
437,40192627,Effects of digital technology-based serious games interventions for older adults with mild cognitive impairment: a meta-analysis of randomised controlled trials,軽度認知障害を有する高齢者を対象としたデジタル技術ベースのシリアスゲーム介入の効果：無作為化比較試験のメタ分析,1,0+1
439,30084177,Medial temporal lobe atrophy is independently associated with behavioural and psychological symptoms in Alzheimer's disease,海馬傍回萎縮はアルツハイマー病における行動・心理症状と独立して関連する,2,0+1
440,40993548,Mortality and institutionalization of patients with dementia treated in primary care: influence of neuropsychiatric symptoms (NeDEM project),プライマリケアで治療を受けた認知症患者の死亡率と施設入所：神経精神症状の影響（NeDEMプロジェクト）,1,1+1
445,28410856,Regional 18F-Fluorodeoxyglucose Hypometabolism is Associated with Higher Apathy Scores Over Time in Early Alzheimer Disease,地域的18F-フルオロデオキシグルコース代謝低下は、初期アルツハイマー病における経時的無関心スコア上昇と関連する,2,0+1
449,28323838,"Bupropion for the treatment of apathy in Huntington's disease: A multicenter, randomised, double-blind, placebo-controlled, prospective crossover trial",ハンチントン病における無気力症治療のためのブプロピオン：多施設共同、無作為化、二重盲検、プラセボ対照、前向きクロスオーバー試験,1,1+1
450,34216935,"Long-term effect of bilateral STN-DBS on non-motor symptoms in Parkinson's disease: A four-year observational, prospective study",パーキンソン病における非運動症状に対する両側STN-DBSの長期効果：4年間の観察的前向き研究,1,0+1
452,30854733,Awareness and its relationships with neuropsychiatric symptoms in people with Korsakoff syndrome or other alcohol-related cognitive disorders living in specialized nursing homes,専門介護施設に入所するコルサコフ症候群またはその他のアルコール関連認知障害患者における意識状態と神経精神症状との関連性,2,0+1
453,34923217,Depressive symptom profiles predict dementia onset and brain pathology in older persons. The AGES-Reykjavik study,抑うつ症状プロファイルが高齢者の認知症発症と脳病理を予測する：AGES-レイキャビク研究,1,1+0
454,26228098,A preoperative metabolic marker of parkinsonian apathy following subthalamic nucleus stimulation,視床下核刺激後のパーキンソン病性無関心の術前代謝マーカー,2,0+1
455,29542093,Posterior limb of the internal capsule predicts poor quality of life in patients with Parkinson's disease: connectometry approach,内側束後脚はパーキンソン病患者の生活の質の低下を予測する：コネクトメトリーアプローチ,1,0+1
456,38597943,Clinical and neuroanatomical characterization of the semantic behavioral variant of frontotemporal dementia in a multicenter Italian cohort,多施設共同イタリア人コホートにおける前頭側頭型認知症の語義的行動変異型の臨床的・神経解剖学的特徴,2,1+1
458,34198487,Is Depression or Apathy Playing a Key Role in Predicting Financial Capacity in Parkinson's Disease with Dementia and Frontotemporal Dementia?,認知症を伴うパーキンソン病および前頭側頭型認知症における経済的能力予測において、抑うつ状態と無関心状態のどちらが主要な役割を果たすのか？,1,0+1
460,39558706,Apathy and Functional Status in Early-Stage Huntington's Disease,初期ハンチントン病における無関心と機能状態,2,1+1
461,33612541,Neuropsychiatric Symptoms Among Hispanics: Results of the Maracaibo Aging Study,ヒスパニック系における神経精神症状：マラカイボ加齢研究の結果,2,1+0
462,30688355,"Instrumental Activities of Daily Living, Neuropsychiatric Symptoms, and Neuropsychological Impairment in Mild Cognitive Impairment",軽度認知障害における日常生活動作、神経精神症状、および神経心理学的障害,1,1+1
466,26890770,Characteristics of Alzheimer's Disease Patients with Severe Executive Disorders,重度の実行機能障害を伴うアルツハイマー病患者の特徴,2,1+1
469,28124590,A Multicentre Italian Validation Study in Aging Adults with Down Syndrome and Other Forms of Intellectual Disabilities: Dementia Screening Questionnaire for Individuals with Intellectual Disabilities,ダウン症候群およびその他の知的障害を有する高齢成人を対象としたイタリア多施設共同検証研究：知的障害者向け認知症スクリーニング質問票,2,1+1
470,39231554,Association between apathy and caregiver burden in patients with amyotrophic lateral sclerosis: a cross-sectional study,筋萎縮性側索硬化症患者における無関心と介護負担の関連性：横断研究,2,1+0
471,38513620,Neuropsychiatric Profiles and Cerebral Amyloid Burden in Adults without Dementia,認知症のない成人の神経精神学的プロファイルと脳アミロイド負荷,2,1+1
473,38877658,Mild behavioral impairment domains are longitudinally associated with pTAU and metabolic biomarkers in dementia-free older adults,認知症のない高齢者における軽度行動障害領域は、pTAUおよび代謝バイオマーカーと縦断的に関連している,2,1+1
474,32198120,Apathy in frontotemporal dementia is related to medial prefrontal atrophy and is independent of executive dysfunction,前頭側頭型認知症における無関心は内側前頭前野萎縮と関連し、実行機能障害とは独立している,2,0+1
475,41117394,Classification of AD and bvFTD using neuropsychological and neuropsychiatric variables: a machine learning study,神経心理学的および神経精神医学的変数を用いたADおよびbvFTDの分類：機械学習研究,2,1+1
477,31565112,Effect of Hearing Ability and Mild Behavioural Impairment on MoCA and Memory Index Scores,聴力および軽度行動障害がMoCAおよび記憶指数スコアに及ぼす影響,1,0+1
478,30362933,Predicting progression in the late onset frontal lobe syndrome,遅発性前頭葉症候群の進行予測,2,1+1
479,31857304,Association of brain amyloidosis with the incidence and frequency of neuropsychiatric symptoms in ADNI: a multisite observational cohort study,ADNIにおける脳アミロイド症と神経精神症状の発生率・頻度の関連性：多施設共同観察コホート研究,2,1+1
480,39391020,Mild behavioral impairment in the general population aged 55+ and its association with incident dementia,55歳以上の一般人口における軽度行動障害と認知症発症との関連,2,1+1
482,35764422,The association of depression and apathy with Alzheimer's disease biomarkers in a cross-cultural sample,抑うつと無気力とアルツハイマー病バイオマーカーの関連性：異文化間サンプルにおける検討,2,0+1
484,27355103,"Clinically significant psychiatric symptoms among male carriers of the fragile X premutation, with and without FXTAS, and the mediating influence of executive functioning",脆弱X症候群前変異を有する男性における臨床的に有意な精神症状（FXTASの有無別）と実行機能の媒介的影響,2,1+0
487,26807552,Latent class analysis of the Apathy Scale does not identify subtypes of apathy in general population-based older persons,アパシー尺度に対する潜在クラス分析は、一般人口ベースの高齢者におけるアパシーのサブタイプを特定しない,2,1+1
489,25125462,Closing-in is related to apathy in Alzheimer's disease patients,アルツハイマー病患者における閉鎖空間への接近と無関心症の関係,2,0+1
491,39994576,Unique amnestic syndrome after isolated left anterolateral thalamic stroke: a case report,左前外側視床単発性脳梗塞後の特異的健忘症候群：症例報告,2,0+1
493,40752280,Potential profiles of social isolation in elderly stroke patients: A cross-sectional study,高齢脳卒中患者における社会的孤立の潜在的プロファイル：横断研究,2,1+1
495,26401564,"The Apathy Evaluation Scale: A Comparison of Subject, Informant, and Clinician Report in Cognitively Normal Elderly and Mild Cognitive Impairment",無関心評価尺度：認知機能正常高齢者および軽度認知障害における本人報告、情報提供者報告、臨床医報告の比較,2,1+1
496,25716491,Apathy is associated with lower inferior temporal cortical thickness in mild cognitive impairment and normal elderly individuals,軽度認知障害および健常高齢者における無関心は下側頭葉皮質の薄さと関連する,2,0+1
497,38839833,"Cognitive profile, neuroimaging and fluid biomarkers in post-acute COVID-19 syndrome",急性期後COVID-19症候群における認知プロファイル、神経画像、体液性バイオマーカー,2,0+1
498,32102601,Assessing Mental Health Difficulties of Persons With Huntington's Disease: Does Informant Presence Make a Difference?,ハンチントン病患者の精神保健上の困難の評価：情報提供者の同席は影響を与えるか？,2,1+1
500,38143362,Amyloid Pathology Modulates the Associations of Neuropsychiatric Symptoms with Cognitive Impairments and Neurodegeneration in Non-Demented Elderly,非認知症高齢者における神経精神症状と認知障害・神経変性の関連性を調節するアミロイド病理,2,1+1
503,33935080,"Interventional Study to Evaluate the Clinical Effects and Safety of the Nutraceutical Compound BrainUp-10® in a Cohort of Patients with Alzheimer's Disease: A Multicenter, Randomized, Double-Blind, and Placebo-Controlled Trial",アルツハイマー病患者コホートにおける栄養補助食品化合物BrainUp-10®の臨床効果と安全性を評価する介入研究：多施設共同、無作為化、二重盲検、プラセボ対照試験,1,1+1
504,26426392,Behavioral Evolution of Progressive Semantic Aphasia in Comparison with Nonfluent Aphasia,非流暢性失語症と比較した進行性意味失語症の行動学的経過,2,1+1
507,35213766,"The apathy, gait impairment, and executive dysfunction (AGED) triad vascular variant",無関心・歩行障害・実行機能障害（AGED）三徴候の血管性変異型,2,1+1
512,40359409,Safety and tolerability of intravenous liposomal GM1 in patients with Parkinson disease: A single-center open-label clinical phase I trial (NEON trial),パーキンソン病患者における静脈内リポソームGM1の安全性および忍容性：単一施設非盲検第I相臨床試験（NEON試験）,1,0+1
514,34803857,Plasma Total Tau and Neurobehavioral Symptoms of Cognitive Decline in Cognitively Normal Older Adults,認知機能正常高齢者の血漿総タウと認知機能低下の神経行動症状,2,1+1
515,29376861,The Progression of Neuropsychiatric Symptoms in Alzheimer's Disease During a Five-Year Follow-Up: Kuopio ALSOVA Study,5年間の追跡調査におけるアルツハイマー病の神経精神症状の進行：クオピオALSOVA研究,2,1+1
516,27048704,Socio-Emotional Adaptation Theory: Charting the Emotional Process of Alzheimer's Disease,社会感情的適応理論：アルツハイマー病の感情的プロセスの図式化,2,1+0
517,31937636,Psychosocial Resources and Emotions in Women Living With HIV Who Have Cognitive Impairment: Applying the Socio-Emotional Adaptation Theory,認知障害を伴うHIV感染女性における心理社会的資源と感情：社会感情的適応理論の適用,1,0+1
518,27251297,Neuroanatomic pathways associated with monoaminergic dysregulation after stroke,脳卒中後のモノアミン作動性調節異常に関連する神経解剖学的経路,1,0+1
519,33177575,Relationships between motor and cognitive functions and subsequent post-stroke mood disorders revealed by machine learning analysis,機械学習解析により明らかになった運動機能・認知機能と脳卒中後気分障害の発症との関連性,2,1+1
520,34898646,Altered resting-state functional connectivity of the frontal-striatal circuit in elderly with apathy,無関心症を呈する高齢者における前頭葉-線条体回路の安静時機能的接続性の変化,2,0+1
522,32579704,Prevalence of non-motor symptoms and their association with quality of life in cervical dystonia,頸部ジストニアにおける非運動症状の有病率と生活の質との関連,2,0+1
523,39182059,Mixed effects models but not t-tests or linear regression detect progression of apathy in Parkinson's disease over seven years in a cohort: a comparative analysis,混合効果モデルはt検定や線形回帰とは異なり、コホートにおけるパーキンソン病の7年間にわたる無気力進行を検出する：比較分析,2,1+1
524,40388933,Sex-specific progression of Parkinson's disease: A longitudinal mixed-models analysis,性別特異的なパーキンソン病の進行：縦断的混合モデル解析,2,1+1
525,30335265,Anterior cerebral artery infarcts; two years follow-up study,前大脳動脈梗塞：2年間の追跡調査,2,1+1
530,38834246,Exploring experiential differences in everyday activities - A focused ethnographic study in the homes of people living with memory-led Alzheimer's disease and posterior cortical atrophy,日常生活活動における経験的差異の探求 - 記憶主導型アルツハイマー病および後部皮質萎縮症患者の家庭における焦点的民族誌的研究,2,1+1
542,34575040,Frailty in Stroke-A Narrated Review,脳卒中における虚弱性－解説付きレビュー,2,1+1
546,26352492,Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL) in Argentina,アルゼンチンにおける皮質下梗塞および白質脳症を伴う脳常染色体優性動脈病（CADASIL）,1,1+0
547,40390335,Impact of Neuropsychiatric Symptoms on Caregiver Burden of People With Dementia With Lewy Bodies: A Multicentre Prospective Longitudinal Study,レビー小体型認知症患者の介護者負担に対する神経精神症状の影響：多施設共同前向き縦断研究,1,1+1
549,26200048,Cortical correlates of affective syndrome in dementia due to Alzheimer's disease,アルツハイマー病による認知症における情動症候群の皮質相関,1,0+1
553,38942197,Modifiable risk factors for mild cognitive impairment among cognitively normal community-dwelling older adults: A systematic review and meta-analysis,認知機能正常な在宅高齢者の軽度認知障害に対する修正可能な危険因子：系統的レビューとメタ分析,2,1+0
560,37545719,Cognitive impairments predict the behavioral and psychological symptoms of dementia,認知機能障害は認知症の行動・心理症状を予測する,2,1+1
563,30703703,Predictors of care dependency in nursing home residents with moderate to severe dementia: A cross-sectional study,中等度から重度の認知症を有する介護施設入居者の介護依存度予測因子：横断研究,2,1+1
564,31860641,Mood and behavioral problems are important predictors of quality of life of nursing home residents with moderate to severe dementia: A cross-sectional study,中等度から重度の認知症を有する介護施設入居者の生活の質における気分および行動問題の重要性：横断研究,2,1+1
568,26332177,Examining Huntington's disease patient and informant concordance on frontally mediated behaviors,ハンチントン病患者と情報提供者の前頭葉介在行動に関する一致性の検証,2,1+1
570,28065176,"Behavioural and psychological symptoms in general hospital patients with dementia, distress for nursing staff and complications in care: results of the General Hospital Study",一般病院における認知症患者の行動・心理症状、看護スタッフの苦痛、およびケア上の合併症：総合病院研究の結果,1,0+1
577,33622073,Bidirectional Correlations Between Dopaminergic Function and Motivation in Parkinson's Disease,パーキンソン病におけるドーパミン作動性機能と動機付けの双方向相関,1,0+1
579,36058887,Associations of depressive symptoms with white matter abnormalities and regional cerebral blood flow in patients with amnestic mild cognitive impairment,健忘型軽度認知障害患者における抑うつ症状と白質異常および局所脳血流との関連,1,0+1
581,25952646,"Characteristic features of cognitive, affective and daily living functions of late-elderly dementia",後期高齢期認知症における認知機能、情動機能、日常生活機能の特徴,2,1+1
582,26493280,Cognitive and affective functions in Alzheimer's disease patients with metabolic syndrome,代謝症候群を伴うアルツハイマー病患者の認知機能と情動機能,2,1+1
583,27578455,Comprehensive effects of galantamine and cilostazol combination therapy on patients with Alzheimer's disease with asymptomatic lacunar infarction,無症候性ラクナ梗塞を伴うアルツハイマー病患者に対するガランタミンとシロスタゾール併用療法の包括的効果,1,0+1
587,35544317,Virtual Reality Intervention for Managing Apathy in People With Cognitive Impairment: Systematic Review,認知障害者の無気力管理のための仮想現実介入：系統的レビュー,1,0+1
590,26490330,Differential relationships between apathy and depression with white matter microstructural changes and functional outcomes,無関心と抑うつが白質微細構造変化および機能的転帰と示す相違関係,1,0+1
592,35633155,"Relationship between Apathy and Subjective Poor Night-time Sleep in de novo, Untreated Parkinson's Disease",新規発症・未治療パーキンソン病における無関心と主観的夜間睡眠障害の関係,2,1+1
593,28067961,Quality of Life in relation to neuropsychiatric symptoms in Alzheimer's disease: 5-year prospective ALSOVA cohort study,アルツハイマー病における神経精神症状と生活の質の関係：5年間の前向きALSOVAコホート研究,2,1+1
597,40157435,Social interaction as a unique form of reward - Insights from healthy ageing and frontotemporal dementia,報酬としての社会的相互作用―健康な加齢と前頭側頭型認知症からの知見,2,1+1
599,28595181,Informant-Reported Cognitive Decline and Activity Engagement across Four Years in a Community Sample,地域住民サンプルにおける4年間の情報提供者報告による認知機能低下と活動参加,1,1+1
600,26448131,Reduced Verbal Fluency following Subthalamic Deep Brain Stimulation: A Frontal-Related Cognitive Deficit?,視床下部深部脳刺激後の言語流暢性低下：前頭葉関連認知障害か？,1,1+1
605,26251110,"Cognitive and Behavioral Symptoms in ALSFTD: Detection, Differentiation, and Progression",ALSFTDにおける認知および行動症状：検出、鑑別、および進行,2,1+1
606,32479315,Neuropsychiatric symptoms as prognostic makers for the elderly with mild cognitive impairment: a meta-analysis,軽度認知障害高齢者の予後マーカーとしての神経精神症状：メタ分析,2,1+1
607,40238956,Cognitive and neuropsychiatric profiles distinguish atypical parkinsonian syndromes,認知および神経精神プロファイルによる非定型パーキンソン症候群の鑑別,2,1+1
608,30408646,Gender and onset age related-differences of non-motor symptoms and quality of life in drug-naïve Parkinson's disease,薬物未治療パーキンソン病における非運動症状と生活の質に関する性別および発症年齢関連の差異,2,1+1
609,32476139,Non-motor symptoms are associated with midline tremor in essential tremor,本態性振戦における正中線振戦と非運動症状の関連性,1,1+0
611,40215604,Functional and microstructural neurosubstrates between apathy and depressive symptoms in dementia,認知症における無関心と抑うつ症状の機能的・微細構造的神経基盤,1,0+1
612,32394109,Behavioral and Psychological Symptoms that Predict Cognitive Decline or Impairment in Cognitively Normal Middle-Aged or Older Adults: a Meta-Analysis,認知機能正常な中高年成人における認知機能低下または障害を予測する行動・心理症状：メタアナリシス,1,1+1
613,26343341,Neuropsychiatric effects of neurodegeneration of the medial versus lateral ventral prefrontal cortex in humans,ヒトにおける腹側前頭前野内側部と外側部の神経変性が及ぼす神経精神医学的影響,1,0+1
614,27802220,Brain Regions Involved in Arousal and Reward Processing are Associated with Apathy in Alzheimer's Disease and Frontotemporal Dementia,覚醒と報酬処理に関与する脳領域は、アルツハイマー病および前頭側頭型認知症における無関心と関連している,1,0+1
619,33459663,"Life with Parkinson's Disease During the COVID-19 Pandemic: The Pressure Is ""OFF""",COVID-19パンデミック下におけるパーキンソン病との生活：「プレッシャーは『OFF』」,2,1+1
620,39107406,Microstructural brain assessment in late-life depression and apathy using diffusion MRI multi-compartments models and tractometry,拡散MRI多室モデルおよびトラクトメトリーを用いた老年期うつ病および無気力症における脳微細構造の評価,1,0+1
622,32390614,In vivo MRI Structural and PET Metabolic Connectivity Study of Dopamine Pathways in Alzheimer's Disease,アルツハイマー病におけるドーパミン経路の生体MRI構造およびPET代謝接続性研究,1,0+1
624,32962076,Association between Daily Activities and Behavioral and Psychological Symptoms of Dementia in Community-Dwelling Older Adults with Memory Complaints by Their Families,家族から記憶障害を訴えられる在宅高齢者の日常生活活動と認知症の行動・心理症状との関連,1,1+0
626,32281119,Relationship between executive dysfunction and neuropsychiatric symptoms and impaired instrumental activities of daily living among patients with very mild Alzheimer's disease,非常に軽度のアルツハイマー病患者における実行機能障害と神経精神症状および日常生活動作障害との関連,2,1+1
630,25330926,The neuropsychiatric profile of posterior cortical atrophy,後部皮質萎縮症の神経精神学的特徴,2,1+1
632,30630729,Personality Changes With Dementia From the Informant Perspective: New Data and Meta-Analysis,介護者視点から見た認知症に伴う人格変化：新規データとメタ分析,2,1+0
633,28059789,The Mild Behavioral Impairment Checklist (MBI-C): A Rating Scale for Neuropsychiatric Symptoms in Pre-Dementia Populations,軽度行動障害チェックリスト（MBI-C）：認知症前段階集団における神経精神症状の評価尺度,2,0+1
634,26096665,Neuropsychiatric symptoms as early manifestations of emergent dementia: Provisional diagnostic criteria for mild behavioral impairment,新興認知症の初期症状としての神経精神症状：軽度行動障害の暫定診断基準,2,1+1
636,38179433,Presence and Characteristics of Behavioral and Psychological Symptoms in Subacute Stroke Patients with Cognitive Impairment,認知障害を伴う亜急性期脳卒中患者における行動・心理症状の有無と特徴,2,1+1
640,33567399,Determinants of caregiver burden in male patients with epilepsy following penetrating traumatic brain injury,貫通性外傷性脳損傷後の男性てんかん患者における介護者負担の決定要因,1,1+1
642,32417778,Modelling Awareness in Alzheimer's Disease,アルツハイマー病における意識のモデリング,1,1+1
643,28413709,"Awareness, apathy, and depression in Alzheimer's disease and mild cognitive impairment",アルツハイマー病および軽度認知障害における意識、無関心、うつ状態,1,1+1
644,40045280,"Reliability, validity, and diagnostic accuracy of the apathy evaluation scale in chronic stroke survivors",慢性脳卒中生存者における無関心評価尺度の信頼性、妥当性、診断精度,2,1+1
645,39117299,Lille Apathy Rating Scale-Patient Version in Stroke Survivors: Psychometric Properties and Diagnostic Accuracy,脳卒中生存者におけるリール無関心評価尺度-患者版：心理測定特性と診断精度,2,1+1
646,41238723,Validation of the dimensional apathy scale and predictors of apathy in stroke survivors,脳卒中生存者における次元性無気力尺度と無気力の予測因子の検証,2,1+1
649,32925031,Affective Neuropsychiatric Symptoms as Early Signs of Dementia Risk in Older Adults,高齢者の認知症リスクの早期兆候としての情動性神経精神症状,2,1+1
653,25984756,Developing the Person-Environment Apathy Rating for persons with dementia,認知症患者向け「人-環境無関心評価尺度」の開発,1,0+1
654,26055779,The Association Between Characteristics of Care Environments and Apathy in Residents With Dementia in Long-term Care Facilities,長期療養施設における認知症入居者のケア環境特性と無気力との関連性,2,0+1
655,31241031,Association between environmental stimulation and apathy in nursing home residents with dementia,認知症を有する介護施設入居者における環境刺激と無気力感の関連性,2,0+1
656,29437184,Real-Time Observation of Apathy in Long-Term Care Residents With Dementia: Reliability of the Person-Environment Apathy Rating Scale,認知症を伴う長期療養施設入居者における無気力のリアルタイム観察：人-環境無気力評価尺度の信頼性,1,0+1
659,28506191,Use of the Neuropsychiatric Inventory to Characterize the Course of Neuropsychiatric Symptoms in Progressive Supranuclear Palsy,進行性核上性麻痺における神経精神症状の経過を特徴づけるための神経精神症状評価尺度（NPI）の使用,2,1+1
660,39129694,"Enhancing Outcomes in Alzheimer's Disease: Exploring the Effects of a Diversified Rehabilitation Program Combined with Donepezil on Apathy, Cognitive Function, and Family Caregiver Burden",アルツハイマー病における治療成果の向上：ドネペジルと組み合わせた多様化リハビリテーションプログラムが無気力、認知機能、家族介護者の負担に及ぼす影響の検討,2,0+1
661,40186124,Associations between neuropsychiatric symptoms and motoric cognitive risk syndrome,神経精神症状と運動認知リスク症候群との関連性,2,1+0
662,39868480,Malnutrition exacerbating neuropsychiatric symptoms on the Alzheimer's continuum is relevant to the cAMP signaling pathway: Human and mouse studies,アルツハイマー病連続体における神経精神症状を悪化させる栄養失調はcAMPシグナル伝達経路に関連：ヒトおよびマウス研究,1,1+0
664,38237255,Efficacy and safety of neuromodulation for apathy in patients with Alzheimer's disease: A systematic review and meta-analysis of randomized controlled trials,アルツハイマー病患者の無関心に対する神経調節療法の有効性と安全性：無作為化比較試験の系統的レビューとメタ分析,2,0+1
666,28632431,Psychometric testing of a Swedish version of the Apathy Evaluation Scale,無関心評価尺度のスウェーデン語版に関する心理測定学的検証,1,1+1
667,35346458,"Development of Apathy, Anxiety, and Depression in Cognitively Unimpaired Older Adults: Effects of Alzheimer's Disease Pathology and Cognitive Decline",認知機能障害のない高齢者における無関心・不安・抑うつの発症：アルツハイマー病病理と認知機能低下の影響,2,1+1
668,31735378,Apathy and anxiety are early markers of Alzheimer's disease,無関心と不安はアルツハイマー病の早期マーカーである,2,1+1
