article_id,pmid,title_en,title_ja,aggregated_decision,category_votes
700,40588789,Examining the combined effects of social isolation and oral dysfunction on cognitive decline in community-dwelling older Japanese adults,地域在住日本人高齢者における社会的孤立と口腔機能障害の認知機能低下への複合的影響の検討,1,0+1
701,33268471,Late onset depression: dopaminergic deficit and clinical features of prodromal Parkinson's disease: a cross-sectional study,遅発性うつ病：前駆期パーキンソン病におけるドーパミン作動性欠損と臨床的特徴：横断研究,2,1+0
706,26185903,Natural History of Poststroke Apathy During Acute Rehabilitation,急性期リハビリテーション中の脳卒中後無気力の自然経過,2,0+1
713,25651577,Urban social and built environments and trajectories of decline in social engagement in vulnerable elders: findings from Detroit's Medicaid home and community-based waiver population,脆弱な高齢者の社会的関与の低下軌跡と都市の社会的・建築環境：デトロイトのメディケイド在宅・地域基盤型免除対象者からの知見,1,1+0
715,31434232,Malnutrition is Associated with Behavioral and Psychiatric Symptoms of Dementia in Older Women with Mild Cognitive Impairment and Early-Stage Alzheimer's Disease,軽度認知障害および初期アルツハイマー病を有する高齢女性における認知症の行動・精神症状と栄養不良の関連性,2,0+1
722,39442414,The relationship between perceived engagement in meaningful activity and behavioral and psychological symptoms of dementia among assisted living residents,介護付き住宅居住者における有意義な活動への没頭感と認知症の行動・心理症状との関連性,1,0+1
725,36119701,Poor sleep quality is associated with fatigue and depression in early Parkinson's disease: A longitudinal study in the PALS cohort,パーキンソン病初期における睡眠の質の低下は疲労感と抑うつと関連する：PALSコホートにおける縦断研究,2,0+1
735,33393797,"Functional reserve: The residual variance in instrumental activities of daily living not explained by brain structure, cognition, and demographics",機能的予備能：脳構造、認知機能、人口統計学的要因では説明できない、手段的日常生活動作における残存分散,1,1+0
737,37381880,"Regional gray matter volume correlates with anxiety, apathy, and resilience in geriatric depression",老年期うつ病における不安、無関心、レジリエンスと局所灰白質容積の相関,1,1+1
738,33329088,Regional White Matter Integrity Predicts Treatment Response to Escitalopram and Memantine in Geriatric Depression: A Pilot Study,高齢者うつ病におけるエスキタロプラムおよびメマンチン治療反応を予測する局所白質完全性：パイロット研究,1,1+1
741,36464975,Mid- and Late-Life Physical Activity and Neuropsychiatric Symptoms in Dementia-Free Older Adults: Mayo Clinic Study of Aging,認知症のない高齢者を対象とした中年期および老年期の身体活動と神経精神症状：メイヨー・クリニック加齢研究,2,1+0
747,31327051,Moderate-to-high intensity exercise with person-centered guidance influences fatigue in older adults with rheumatoid arthritis,関節リウマチ高齢者の疲労に対する、個人中心の指導を伴う中強度～高強度の運動の影響,1,0+1
754,25687929,Eating Alone as Social Disengagement is Strongly Associated With Depressive Symptoms in Japanese Community-Dwelling Older Adults,社会的離脱としての単独食事は、日本の地域在住高齢者における抑うつ症状と強い関連性がある,2,0+1
761,40219895,Depression in older adults,高齢者のうつ病,1,1+1
766,29335041,Clinical correlates of resilience factors in geriatric depression,老年期うつ病におけるレジリエンス因子の臨床的相関,2,1+1
776,32449791,Neuropsychiatric symptoms and quality of life in Spanish patients with Alzheimer's disease during the COVID-19 lockdown,COVID-19ロックダウン下におけるスペイン人アルツハイマー病患者の神経精神症状と生活の質,2,1+1
778,37510946,Vascular Schizophrenia-like Psychosis in Older Adults,高齢者における血管性統合失調症様精神病,2,1+1
780,25677354,"Citalopram, methylphenidate, or their combination in geriatric depression: a randomized, double-blind, placebo-controlled trial",高齢者うつ病におけるシタロプラム、メチルフェニデート、またはそれらの併用：無作為化二重盲検プラセボ対照試験,2,1+1
784,40294408,Uncovering Social States in Healthy and Clinical Populations Using Digital Phenotyping and Hidden Markov Models: Observational Study,デジタルフェノタイピングと隠れマルコフモデルを用いた健常者および臨床集団における社会的状態の解明：観察研究,1,1+0
786,32426992,Independent associations of apathy and depressive symptoms with perceived social support in healthy older adults,健常高齢者における無関心・抑うつ症状と知覚された社会的支援の独立した関連性,2,1+1
790,40263062,Mediation Effects of Sleep Efficiency and Total Sleep Time of PSG and Apathy in Cognitively Unimpaired Older Adults With Childhood Trauma: A Community-Based Study,小児期トラウマを有する認知機能正常高齢者を対象としたPSGによる睡眠効率・総睡眠時間と無気力感の媒介効果：地域ベース研究,2,1+0
792,27662321,Alzheimer's Disease Severity is Not Significantly Associated with Short Sleep: Survey by Actigraphy on 208 Mild and Moderate Alzheimer's Disease Patients,アルツハイマー病の重症度は睡眠時間の短さと有意な関連性なし：軽度および中等度アルツハイマー病患者208名を対象としたアクチグラフ調査,2,0+1
820,31122239,Engaging 'hard to reach' groups in health promotion: the views of older people and professionals from a qualitative study in England,健康増進における「接触困難な」集団の関与：イングランドにおける質的研究から見た高齢者および専門家の見解,2,1+0
824,36402056,Effects of an empowerment-based educative psycho-behavioral program on neuropsychiatric symptoms among persons with mild cognitive impairment: A mixed methods study,軽度認知障害患者におけるエンパワーメントに基づく教育的心理行動プログラムが神経精神症状に及ぼす影響：混合方法研究,2,0+1
835,29306607,"The Prevalence and Correlates of Frailty in Urban and Rural Populations in Latin America, China, and India: A 10/66 Population-Based Survey",ラテンアメリカ、中国、インドの都市部および農村部における虚弱の有病率と相関関係：10/66 人口ベースの調査,1,1+1
845,39031368,Social Dysfunction and Apathy: Transdiagnostic Domains in Late-Life Cognitive Disorders,社会的機能障害と無関心：老年期認知障害における横断的診断領域,2,0+1
846,30103335,"Social Dysfunction in Older Age and Relationships with Cognition, Depression, and Apathy: The GreatAGE Study",高齢期の社会的機能障害と認知機能・抑うつ・無関心との関連：GreatAGE研究,2,0+1
852,40550276,Bidirectional relationships between cognitive decline and depression: A study of middle-aged and older adults using cross-lagged panel network analysis,認知機能低下と抑うつ症状の双方向的関係：クロスラグパネルネットワーク分析を用いた中高年者を対象とした研究,2,0+1
854,38781250,Chronic exercise effects on overall depression severity and distinct depressive symptoms in older adults: A protocol of a systematic and meta-analytic review,高齢者における慢性的な運動がうつ病の重症度全体および特定の抑うつ症状に及ぼす影響：系統的レビューおよびメタ分析のプロトコル,2,1+1
873,33192732,The Impact of COVID-19 Infection and Enforced Prolonged Social Isolation on Neuropsychiatric Symptoms in Older Adults With and Without Dementia: A Review,COVID-19感染と強制的な長期社会的隔離が認知症有無にかかわらず高齢者の神経精神症状に与える影響：レビュー,2,1+1
876,38212973,The Effect of Social Isolation on 1-Year Outcomes After Surgical Repair of Low-Energy Hip Fracture,低エネルギー性股関節骨折手術後1年経過における社会的孤立の影響,2,1+1
877,37020737,"Cutoff scores for the ""Interest game"", an application for the assessment of diminished interest in neurocognitive disorders",神経認知障害における興味減退評価ツール「興味ゲーム」のカットオフスコア,2,0+1
878,30993719,A survey on the prevalence of apathy in elderly people referred to specialized memory centers,専門記憶センターに紹介された高齢者における無気力の有病率に関する調査,2,1+1
880,25852542,"'Kitchen and cooking,' a serious game for mild cognitive impairment and Alzheimer's disease: a pilot study",軽度認知障害およびアルツハイマー病向けシリアスゲーム「キッチンと料理」：パイロット研究,2,0+1
881,33442845,The impact of lockdown during SARS-CoV-2 outbreak on behavioral and psychological symptoms of dementia,SARS-CoV-2流行時のロックダウンが認知症の行動・心理症状に与える影響,2,1+0
886,39531267,The Effects of Virtual Reality-Based Reminiscence Therapies for Older Adults With Cognitive Impairment: Systematic Review,認知機能障害を有する高齢者に対する仮想現実ベースの回想療法の効果：系統的レビュー,2,0+1
888,33745342,Visiting Out-of-Home Places When Living With Dementia: A Cross-Sectional Observational Study: Visiter des lieux hors du domicile lorsque l'on vit avec une démence: étude transversale observationnelle,認知症と共に生きる際の自宅外場所への訪問：横断的観察研究,2,1+1
899,29383616,Assessment of Snaith-Hamilton Pleasure Scale (SHAPS): the dimension of anhedonia in Italian healthy sample,Snaith-Hamilton Pleasure Scale (SHAPS) の評価：イタリアの健康なサンプルにおける快感欠如の次元,2,0+1
902,33786884,Association between apathy and satisfaction with meaningful activities in older adults with mild cognitive impairment: A population-based cross-sectional study,軽度認知障害を有する高齢者における無関心と有意義な活動への満足度の関連性：人口ベース横断研究,2,0+1
903,35753049,Associations between apathy and comprehensive frailty as assessed by the Kihon Checklist among community-dwelling Japanese older adults,地域在住日本人高齢者における無関心と基本チェックリストによる包括的虚弱度の関連性,2,0+1
904,28100894,[Initiatives for community building in an urban semi-marginal village: Progress of the Ajinadai Lively Project and future challenges],[都市部準辺境村落におけるコミュニティ構築の取り組み：アジーナダイ活気プロジェクトの進捗と今後の課題],2,1+1
910,38306041,Relationship between Loneliness and Mild Behavioral Impairment: Validation of the Japanese Version of the MBI Checklist and a Cross-Sectional Study,孤独感と軽度行動障害の関係：MBIチェックリスト日本語版の妥当性検証と横断研究,2,1+1
911,40901038,"Functional benefits of ultra-high hydrostatic pressurized brown rice on cognition, apathy, and bone health in older adults: A 12-month randomized controlled trial",超高圧水圧処理玄米が高齢者の認知機能、無気力、骨健康に及ぼす機能的効果：12ヶ月間無作為化比較試験,2,0+1
914,34108874,Mild Behavioral Impairment Is Associated With Atrophy of Entorhinal Cortex and Hippocampus in a Memory Clinic Cohort,軽度行動障害は記憶クリニックコホートにおける内嗅皮質および海馬の萎縮と関連する,2,0+1
915,38279143,Mild behavioral impairment in early Alzheimer's disease and its association with APOE and BDNF risk genetic polymorphisms,初期アルツハイマー病における軽度行動障害とAPOEおよびBDNFリスク遺伝子多型との関連,2,0+1
923,33761300,Barriers and facilitators of meaningful engagement among older migrants living with dementia in residential aged care facilities: A mixed studies systematic review,認知症を伴う高齢者移民の居住型高齢者ケア施設における有意義な関与の障壁と促進要因：混合研究法による系統的レビュー,2,0+1
932,30499598,Late life depression: nursing actions that can help,老年期うつ病：支援可能な看護介入,2,0+1
944,28452648,IRT Analysis of the Frontal Systems Behavior Scale: Identifying the Best Items for Use with Geriatric Patients in Primary Care,前頭葉システム行動スケールのIRT分析：プライマリケアにおける高齢者患者への最適な項目の特定,2,0+1
967,31735487,"Effects of Cognitive Rehabilitation on Cognition, Apathy, Quality of Life, and Subjective Complaints in the Elderly: A Randomized Controlled Trial",高齢者における認知リハビリテーションが認知機能、無関心、生活の質、主観的苦情に及ぼす影響：無作為化比較試験,2,1+1
973,32108530,"Perceived Hearing Loss, Social Disengagement, and Declines in Memory",自覚的聴力低下、社会的離脱、および記憶力の低下,2,0+1
983,35490476,Association of social isolation and smartphone use on cognitive functions,社会的孤立とスマートフォン使用が認知機能に及ぼす影響,2,0+1
986,31918561,Qualitative study of loneliness in a senior housing community: the importance of wisdom and other coping strategies,高齢者住宅コミュニティにおける孤独感の質的研究：知恵とその他の対処戦略の重要性,2,0+1
992,28931446,Prevalence estimates of mild behavioral impairment in a population-based sample of pre-dementia states and cognitively healthy older adults,認知症前段階および認知機能正常高齢者を対象とした集団ベースサンプルにおける軽度行動障害の有病率推定,2,1+1
995,38545654,A Longitudinal Framework to Describe the Relation Between Age-Related Hearing Loss and Social Isolation,加齢性難聴と社会的孤立の関係を記述する縦断的枠組み,2,0+1
996,34911368,The Impact of a Dementia-Friendly Garden Design on People With Dementia in a Residential Aged Care Facility: A Case Study,認知症に配慮した庭園設計が高齢者介護施設入居者の認知症患者に与える影響：事例研究,2,1+0
997,33598981,Apathy and agitation in institutionalized older adults: an empirically derived classification,施設入所高齢者の無関心と興奮：実証的に導出された分類,2,1+0
999,28329867,Effectiveness of a Virtual Reality Forest on People With Dementia: A Mixed Methods Pilot Study,認知症患者に対する仮想現実森林の効果：混合手法によるパイロット研究,2,1+0
1013,35594063,Assessment of Social Behavior Using a Passive Monitoring App in Cognitively Normal and Cognitively Impaired Older Adults: Observational Study,認知機能正常および認知機能障害高齢者を対象とした受動的モニタリングアプリを用いた社会行動の評価：観察研究,2,0+1
1014,32148563,Personality Factors and Subjective Cognitive Decline: The FACEHBI Cohort,性格要因と主観的認知機能低下：FACEHBIコホート,2,1+0
1016,39549084,"Prevention of frailty in relation with social out-of-home activities in older adults: results from the Survey of Health, Ageing, and Retirement in Europe",高齢者の社会的外出活動と虚弱予防の関係：欧州健康・高齢化・退職調査（SHARE）からの知見,2,1+1
1027,37782967,Association between willingness to participate in physical and social activities and loneliness in older adults: A stratified analysis by social isolation status,身体的・社会的活動への参加意欲と高齢者の孤独感との関連：社会的孤立状態による層別分析,2,1+1
1028,34948879,Meaningful Activities and Psychosomatic Functions in Japanese Older Adults after Driving Cessation,運転中止後の日本人高齢者における有意義な活動と心身機能,2,1+1
1038,33293470,[Psychiatric Disorders in the Oldest-Old],[最高齢高齢者における精神疾患],2,1+1
1043,40939399,Symptoms on the first day after discharge from the intensive care unit:A cross-sectional study,集中治療室退室翌日の症状：横断研究,2,1+1
1045,32410651,Factors associated with good health among older persons who received a preventive home visit: a cross-sectional study,予防的家庭訪問を受けた高齢者の良好な健康に関連する要因：横断研究,2,1+1
1049,33224927,Apathy Classification Based on Doppler Radar Image for the Elderly Person,高齢者向けドップラーレーダー画像に基づく無関心症分類,2,1+0
1060,30685297,Potentially modifiable determinants of malnutrition in older adults: A systematic review,高齢者における栄養不良の潜在的に修正可能な決定要因：系統的レビュー,2,0+1
1062,34183087,A tablet-based intervention for activating nursing home residents with dementia: results from a cluster-randomized controlled trial,認知症の介護施設入居者を活性化するためのタブレット端末を用いた介入：クラスターランダム化比較試験の結果,2,1+0
1063,39543583,How do apathetic and depressive symptoms relate to functional capacity? A cross-sectional survey among community-dwelling middle-aged and older adults in Japan,無関心症状と抑うつ症状は機能的能力とどのように関連するか？ 日本の地域在住中高年者を対象とした横断調査,2,1+1
1064,35895056,Comparison of Functional and Structural Neural Network Features in Older Adults With Depression With vs Without Apathy and Association With Response to Escitalopram: Secondary Analysis of a Nonrandomized Clinical Trial,無関心のあるうつ病高齢者と無関心のないうつ病高齢者の機能的および構造的神経ネットワーク特徴の比較とエスシタロプラムへの反応との関連：非無作為化臨床試験の二次分析,2,0+1
1065,39986906,Multisensory stimulation reduces neuropsychiatric symptoms and enhances cognitive function in older adults with dementia: A meta-analysis of randomized controlled trials,認知症高齢者の神経精神症状軽減と認知機能向上における多感覚刺激の効果：無作為化比較試験のメタ分析,2,1+0
1077,30238588,Prevalence of depressed mood and loss of interest among community-dwelling older people: Large-scale questionnaire survey and visiting intervention,地域在住高齢者における抑うつ気分および興味喪失の有病率：大規模質問票調査と訪問介入,2,1+1
1095,32023367,The Value of Neuropsychological Assessment in the Differentiation Between Behavioral Variant Frontotemporal Dementia and Late-Onset Psychiatric Disorders,行動変異型前頭側頭型認知症と遅発性精神疾患の鑑別における神経心理学的評価の有用性,2,1+0
1105,26626463,Is the experience of meaningful activities understood in nursing homes? A qualitative study,介護施設における有意義な活動の経験は理解されているか？：質的研究,2,1+0
1126,38593940,"Treatment resistant late-life depression: A narrative review of psychosocial risk factors, non-pharmacological interventions, and the role of clinical phenotyping",治療抵抗性老年期うつ病：心理社会的危険因子、非薬物療法、臨床的表現型分類の役割に関するナラティブレビュー,1,1+0
1128,38344232,Productive art engagement in a hybrid format: effects on emotions of older adults during COVID-19 pandemic,ハイブリッド形式における創造的芸術活動：COVID-19パンデミック下の高齢者の感情への影響,2,1+1
1130,32718797,Clustering of Behavioral Changes and Their Associations With Cognitive Decline in Older Adults,高齢者の行動変化のクラスタリングと認知機能低下との関連性,1,1+1
1133,37980780,"Doll therapy for improving behavior, psychology and cognition among older nursing home residents with dementia: A systematic review and meta-analysis",認知症高齢介護施設入居者の行動・心理・認知機能改善のためのドール療法：系統的レビューとメタ分析,2,0+1
1148,39419460,Sex-Differential Markers of Psychiatric Risk and Treatment Response Based on Premature Aging of Functional Brain Network Dynamics and Peripheral Physiology,機能的脳ネットワークダイナミクスと末梢生理学の早期老化に基づく、精神疾患リスクと治療反応の性差マーカー,2,0+1
1152,35036984,Relationship of smoking with current and future social isolation and loneliness: 12-year follow-up of older adults in England,喫煙と現在および将来の社会的孤立・孤独感との関連性：イングランド高齢者における12年間の追跡調査,2,1+0
1164,32680763,Cortical Thickness of the Salience Network and Change in Apathy Following Antidepressant Treatment for Late-Life Depression,老年期うつ病に対する抗うつ薬治療後のサリエンシーネットワークの皮質厚さと無気力感の変化,2,0+1
1175,35210344,Experience of depression in older adults with and without a physical long-term condition: findings from a qualitative interview study,身体的慢性疾患の有無による高齢者の抑うつ体験：質的インタビュー研究からの知見,2,1+1
1200,27153818,Multidimensional model of apathy in older adults using partial least squares--path modeling,部分最小二乗法-パスモデリングを用いた高齢者における無気力症の多次元モデル,2,0+1
1202,27184521,"Apathy and Its Response to Antipsychotic Review and Nonpharmacological Interventions in People With Dementia Living in Nursing Homes: WHELD, a Factorial Cluster Randomized Controlled Trial",介護施設入所認知症患者における無気力と抗精神病薬見直し・非薬物療法への反応：WHELD因子クラスター無作為化比較試験,2,1+1
1207,37348392,"The effectiveness of a therapeutic robot, 'Paro', on behavioural and psychological symptoms, medication use, total sleep time and sociability in older adults with dementia: A systematic review and meta-analysis",認知症高齢者の行動・心理症状、服薬状況、総睡眠時間、社交性に対する治療用ロボット「パロ」の効果：系統的レビューとメタ分析,2,1+1
1213,25709422,A new delirium phenotype with rapid high amplitude onset and nearly as rapid reversal: Central Coast Australia Delirium Intervention Study,急速な高振幅発症とほぼ同等の速さで回復する新たなせん妄表現型：オーストラリア・セントラルコーストせん妄介入研究,2,0+1
1218,36758621,Fully Immersive Virtual Reality Using 360° Videos to Manage Well-Being in Older Adults: A Scoping Review,高齢者におけるウェルビーイング管理のための360°動画を用いた完全没入型仮想現実：スコーピングレビュー,2,1+0
1240,34515776,Age Discrimination in the Context of Motivation and Healthy Aging,動機付けと健康的な加齢の文脈における年齢差別,2,1+0
1241,31156171,Does Personality Predict Behavioral and Psychological Symptoms of Dementia? Results from PACO Prospective Study,人格特性は認知症の行動・心理症状を予測するか？ PACO前向き研究の結果,2,0+1
1245,37914222,Connectivity patterns of the core resting-state networks associated with apathy in late-life depression,老年期うつ病における無気力に関連する安静時中核ネットワークの接続パターン,2,1+0
1248,27802775,Coping strategies in Spanish older adults: a MIMIC model of socio-demographic characteristics and activity level,スペイン人高齢者の対処戦略：社会人口統計学的特性と活動レベルのMIMICモデル,2,1+0
1253,25123689,Mobility Limitation and Changes in Personal Goals Among Older Women,高齢女性における移動制限と個人的目標の変化,2,0+1
1265,33407194,Physical exercise for individuals with dementia: potential benefits perceived by formal caregivers,認知症患者に対する身体運動：介護者が認識する潜在的な利点,2,1+0
1298,28914089,Art museum-based intervention to promote emotional well-being and improve quality of life in people with dementia: The ARTEMIS project,認知症患者の情緒的幸福感促進と生活の質向上を目的とした美術館ベース介入：ARTEMISプロジェクト,2,0+1
1301,30398087,Risk factors for social withdrawal in amyotrophic lateral sclerosis/motor neurone disease,筋萎縮性側索硬化症／運動ニューロン疾患における社会的引きこもりの危険因子,2,0+1
1315,34669540,Self-perceptions of aging and depressive symptoms: the mediating role of loneliness,加齢に関する自己認識と抑うつ症状：孤独感の媒介的役割,1,1+1
1316,27618648,Independent and joint associations of physical activity and fitness with fibromyalgia symptoms and severity: The al-Ándalus project,身体活動およびフィットネスと線維筋痛症の症状および重症度との独立および共同関連性：アル・アンダルス・プロジェクト,2,0+1
1320,30667129,Self-stigma among Korean patients with diabetes: A concept analysis,韓国人糖尿病患者における自己スティグマ：概念分析,2,1+0
1325,26150429,The roles of resilience and nonmotor symptoms in adjustment to Parkinson's disease,パーキンソン病への適応におけるレジリエンスと非運動症状の役割,2,1+0
1337,39164158,Worse Morning Energy Profiles Are Associated with Significant Levels of Stress and Decrements in Resilience in Patients Receiving Chemotherapy,化学療法を受けている患者における朝のエネルギープロファイルの悪化は、著しいストレスレベルおよびレジリエンスの低下と関連している,1,0+1
1339,39052823,Health Care Team Interventions for Older Adults With Distress Behaviors: A Systematic Review,苦痛行動を呈する高齢者に対する医療チーム介入：系統的レビュー,1,0+1
1341,27605868,Treatment resistant depression or dementia: a case report,治療抵抗性うつ病または認知症：症例報告,1,1+1
1350,29037500,"Motor, behavioural, and cognitive correlates of fatigue in early, de novo Parkinson disease patients",初期・新規発症パーキンソン病患者における疲労の運動機能・行動・認知的相関,2,1+0
1354,37711233,Older adults' perspectives towards optimizing lifestyle behaviors and strategies to support healthy brain ageing during COVID-19 restrictions,COVID-19制限下における健康的な脳老化を支える生活習慣の最適化と戦略に対する高齢者の視点,2,1+0
1360,33132939,"Neuropsychiatric Symptoms in Elderly With Dementia During COVID-19 Pandemic: Definition, Treatment, and Future Directions",COVID-19パンデミック下における認知症高齢者の神経精神症状：定義、治療、今後の方向性,2,1+0
1362,32166190,Community health promotion programs for older adults: What helps and hinders implementation,高齢者向け地域保健増進プログラム：実施を促進・阻害する要因,1,1+1
1374,39868558,Association of Depression Dimensions With Cognitive Functioning in Community-Dwelling Oldest-Old Adults: The LifeAfter90 Study,地域在住最高齢高齢者における抑うつ次元の認知機能との関連性：LifeAfter90研究,2,1+1
1375,39092182,Speech markers of depression dimensions across cognitive status,認知機能レベルを横断した抑うつ次元の言語マーカー,2,1+0
1380,28327492,Pet therapy: an effective strategy to care for the elderly? An experimental study in a nursing home,ペットセラピー：高齢者ケアの効果的な戦略か？ 介護施設における実験的研究,1,0+1
1382,35342090,Apathy in UK Care Home Residents with Dementia: Longitudinal Course and Determinants,英国介護施設入居者における認知症に伴う無関心：縦断的経過と決定要因,2,0+1
1385,33424685,"Causality Orientations and Supportive/Controlled Environment: Understanding Their Influence on Basic Needs, Motivation for Health and Emotions in French Hospitalized Older Adults",因果関係志向と支援的／管理された環境：フランス入院高齢者の基本的ニーズ、健康への動機付け、感情への影響の理解,2,0+1
1386,27002495,"Perceived autonomy support, psychological needs satisfaction, depressive symptoms and apathy in French hospitalized older people",フランス人入院高齢者の自律性支援の知覚、心理的ニーズ充足、抑うつ症状および無関心,2,1+1
1390,35128762,The Effects of COVID-19 lockdown on neuropsychiatric symptoms in patients with dementia or mild cognitive impairment: A systematic review and meta-analysis,COVID-19ロックダウンが認知症または軽度認知障害患者の神経精神症状に及ぼす影響：系統的レビューとメタ分析,2,0+1
1392,33076372,Subclinical Cognitive and Neuropsychiatric Correlates and Hippocampal Volume Features of Brain White Matter Hyperintensity in Healthy People,健常者における脳白質高信号域の亜臨床的認知・神経精神相関と海馬体積特徴,2,1+0
1396,39887591,"The Psychological, Cognitive, and Behavioural Effects of Starvation in Humans: A Scoping Review",ヒトにおける飢餓の心理的、認知的、行動的影響：スコープレビュー,2,1+1
1405,36572691,"The neurobiology of apathy in depression and neurocognitive impairment in older adults: a review of epidemiological, clinical, neuropsychological and biological research",うつ病における無気力と高齢者の神経認知障害の神経生物学：疫学的・臨床的・神経心理学的・生物学的研究のレビュー,2,1+1
1407,40683774,"Depression and apathy in older adults: Diagnostic relevance, clinical implications and challenges",高齢者の抑うつと無関心：診断的意義、臨床的示唆、および課題,2,0+1
1420,37385899,"Cognitive, Disability, and Treatment Outcome Implications of Symptom-Based Phenotyping in Late-Life Depression",老年期うつ病における症状ベースの表現型分類が認知機能、障害、治療結果に及ぼす影響,2,1+1
1423,33091165,Importance of loneliness in behavioral and psychological symptoms of dementia,認知症の行動・心理症状における孤独感の重要性,2,1+0
1426,28855464,[The effects of quality of life on behavioral and psychological symptoms in elderly people with dementia residing at long-term care facilities],[介護施設入所高齢認知症患者の行動心理症状に対する生活の質の影響],2,1+1
1427,30799347,Patient Health Questionnaire-2 Screening for Depressive Symptoms in Japanese Outpatients with Heart Failure,心不全外来患者における抑うつ症状のスクリーニング：患者健康質問票-2を用いた検討,2,1+0
1435,31223247,Relationship of Apathy with Depressive Symptom Severity and Cognitive Functions in Geriatric Depression,老年期うつ病における無関心と抑うつ症状の重症度および認知機能との関連,2,1+1
1439,37194465,Distinct latent symptom profiles in late-onset depressive symptoms in community-dwelling older adults,地域在住高齢者の遅発性抑うつ症状における顕著な潜在症状プロファイル,2,1+1
1447,31177644,"A systematic review and meta-analysis on basic psychological need satisfaction, motivation, and well-being in later life: Contributions of self-determination theory",老年期における基本的心理的欲求充足、動機付け、および幸福感に関する系統的レビューとメタ分析：自己決定理論の貢献,2,1+1
1459,25974049,Effect of a high-intensity exercise program on physical function and mental health in nursing home residents with dementia: an assessor blinded randomized controlled trial,認知症の介護施設入居者における身体機能と精神的健康に対する高強度運動プログラムの効果：評価者盲検ランダム化比較試験,2,1+0
1471,40027981,Exploring the Lived Experience of Elderly Transgender People: Qualitative Phenomenological Study,高齢トランスジェンダーの体験を探る：質的現象学的研究,2,1+1
1476,38839316,[A longitudinal study of the association between physical activity and apathy among community-dwelling older adults],[地域在住高齢者における身体活動と無気力感の関連性に関する縦断研究],2,0+1
1481,36240173,"Digital phenotyping by wearable-driven artificial intelligence in older adults and people with Parkinson's disease: Protocol of the mixed method, cyclic ActiveAgeing study",高齢者およびパーキンソン病患者におけるウェアラブル駆動型人工知能によるデジタルフェノタイピング：混合手法による周期的ActiveAgeing研究のプロトコル,2,0+1
1488,37732590,Health-related quality of life and mild behavioral impairment in older adults without dementia,認知症のない高齢者の健康関連QOLと軽度行動障害,2,0+1
1490,31771056,Early Emergence of Neuropsychiatric Symptoms in Cognitively Normal Subjects and Mild Cognitive Impairment,認知正常者および軽度認知障害における神経精神症状の早期出現,2,0+1
1496,38982845,Clinical recognition of frontotemporal dementia with right anterior temporal predominance: A multicenter retrospective cohort study,右側前頭側頭葉優位の前頭側頭型認知症の臨床的認識：多施設共同後ろ向きコホート研究,2,0+1
1497,38462968,Validation of the Japanese version of the Social Functioning in Dementia scale and COVID-19 pandemic's impact on social function in mild cognitive impairment and mild dementia,認知症における社会機能評価尺度（SFID）日本語版の妥当性検証と、軽度認知障害および軽度認知症におけるCOVID-19パンデミックの社会機能への影響,2,1+0
1504,40724201,Diminished Social and Leisure Engagement in Community Dwelling-Older Adults with Apathy,無気力状態の高齢者における社会活動・余暇活動の減少,2,1+1
1505,40203967,Motor dysfunction in late life depression: A mood or movement disorder?,老年期うつ病における運動機能障害：気分障害か運動障害か？,2,0+1
1508,27943444,Frequency and intensity of symptoms and treatment interventions in hospitalized older palliative cancer patients: a multicentre cross-sectional study,入院中の高齢緩和ケアがん患者における症状と治療介入の頻度および強度：多施設横断研究,2,1+1
1513,38720624,Apathy and Depression Among People Aging With Traumatic Brain Injury: Relationships to Cognitive Performance and Psychosocial Functioning,外傷性脳損傷を抱えて高齢化する人々における無関心と抑うつ：認知機能と心理社会的機能との関係,2,0+1
1517,29494058,Methylphenidate,メチルフェニデート,1,1+0
1520,28396180,Polypharmacy Is Associated With Higher Frailty Risk in Older People: An 8-Year Longitudinal Cohort Study,高齢者における多剤併用は虚弱リスクの上昇と関連：8年間の縦断的コホート研究,2,1+1
1526,30336992,Behavioral Problems and Dementia,行動問題と認知症,2,0+1
1528,35307654,PSYCHOLOGICAL FEATURES OF MODERN ELDERLY PEOPLE'S ACTIVE LIFE POSITION,現代高齢者の積極的な生活姿勢の心理的特徴,2,1+1
1529,37741610,"Apathy Symptoms, Physical and Cognitive Function, Health-Related Quality of Life, and Mortality in Older Patients With CKD: A Longitudinal Observational Study",CKD高齢患者における無関心症状、身体機能・認知機能、健康関連QOL、および死亡率：縦断的観察研究,2,0+1
1530,38452292,Persistence and emergence of new neuropsychological deficits following SARS-CoV-2 infection: A follow-up assessment of the Geneva COVID-COG cohort,SARS-CoV-2感染後の新たな神経心理学的障害の持続と出現：ジュネーブCOVID-COGコホートの追跡評価,2,1+1
1542,39634772,Brain function assessment of acupuncture for chronic insomnia disorder with mild cognitive dysfunction based on fNIRS: protocol for a randomized controlled trial,軽度認知機能障害を伴う慢性不眠症に対する鍼治療の脳機能評価：fNIRSに基づく無作為化比較試験プロトコル,2,1+0
1543,32518060,Guided Self-Help Behavioral Activation Intervention for Geriatric Depression: Protocol for Pilot Randomized Controlled Trial,老年期うつ病に対するガイド付き自助行動活性化介入：パイロットランダム化比較試験プロトコル,2,1+0
