article_id,pmid,title_en,title_ja,aggregated_decision,category_votes
985,40381314,Chronic apathy following a major depressive episode: What is it?,大うつ病エピソード後の慢性無関心：それは何か？,2,0+1
994,30757953,Changes in Symptom Burden in Dialysis Patients Assessed Using a Symptom-Reporting Questionnaire in Clinic,透析患者における症状報告質問票を用いた症状負担の変化の評価,2,1+1
995,38545654,A Longitudinal Framework to Describe the Relation Between Age-Related Hearing Loss and Social Isolation,加齢性難聴と社会的孤立の関係を記述する縦断的枠組み,2,1+1
1018,27733425,Cardiovascular Dysfunction and Frailty Among Older Adults in the Community: The ARIC Study,地域在住高齢者の心血管機能障害と虚弱性：ARIC研究,2,1+1
1036,41149362,Prevalence and Associated Factors of Depression Among Elderly Hypertensive Patients in Vietnam,ベトナムの高齢高血圧患者における抑うつ症状の有病率と関連要因,2,0+1
1060,30685297,Potentially modifiable determinants of malnutrition in older adults: A systematic review,高齢者における栄養不良の潜在的に修正可能な決定要因：系統的レビュー,2,1+1
1066,26576967,Symptom burden in long-term germ cell tumor survivors,長期生存した生殖細胞腫瘍患者の症状負担,2,1+1
1067,33196105,Unraveling Apathy in Korsakoff Syndrome Patients Receiving Long-Term Care With and Without Cerebrovascular Comorbidity,脳血管合併症の有無にかかわらず長期ケアを受けているコルサコフ症候群患者における無関心の解明,2,1+1
1068,40789339,Apathy in Korsakoff Syndrome: A Call for Clinical Awareness in Long-Term Care Settings,コルサコフ症候群における無関心：長期療養施設における臨床的認識の必要性,2,1+1
1071,31241428,Cancer patients' interest in participating in cancer rehabilitation,がんリハビリテーションへの参加に対するがん患者の関心,2,0+1
1076,28331022,Effect of non-pharmacological intervention for apathy: response to one-on-one reminiscence-based intervention,無気力に対する非薬物療法の効果：一対一の回想療法に基づく介入への反応,2,1+0
1078,26179318,Excessive daytime sleepiness is related to subjective memory impairment in late life: a cross-sectional community-based study,過度の昼間の眠気は老年期の主観的記憶障害と関連する：横断的地域住民ベース研究,2,1+0
1079,25254409,Changes in Symptom Occurrence and Severity Before and After Lung Cancer Surgery,肺癌手術前後の症状発生と重症度の変化,2,1+1
1086,31535612,Thiamine deficiency in a patient with recurrent renal cell carcinoma who developed weight loss with normal appetite and loss of energy soon after nivolumab treatment,ニボルマブ治療直後に食欲正常ながら体重減少と活力低下を呈した再発腎細胞癌患者におけるチアミン欠乏症,2,0+1
1088,33359928,Neuropsychological and neurophysiological correlates of fatigue in post-acute patients with neurological manifestations of COVID-19: Insights into a challenging symptom,COVID-19の神経学的症状を有する急性期後の患者における疲労の神経心理学的および神経生理学的相関：困難な症状への洞察,2,1+0
1094,39863474,Ethnicity predicts long-term depressive symptom patterns in older adults with type 2 diabetes,2型糖尿病高齢者の長期抑うつ症状パターンを予測する民族性,1,1+0
1120,39203722,Lack of Association between Insufficient Intake of Multiple Vitamins and Frailty in Older Adults Who Consume Sufficient Energy and Protein: A Nationwide Cross-Sectional Study,十分なエネルギー・タンパク質摂取量を有する高齢者における複数ビタミン摂取不足と虚弱性の関連性の欠如：全国横断研究,2,0+1
1124,31411039,The association between apathy and frailty in older adults: a new investigation using data from the Mapt study,高齢者における無関心と虚弱の関連性：Mapt研究データを用いた新たな検証,1,1+1
1134,31635199,Decrease in Serum Vitamin D Level of Older Patients with Fatigue,疲労を訴える高齢患者の血清ビタミンDレベル低下,2,1+1
1144,31228259,Factors of the evolution of fatigue dimensions in patients with breast cancer during the 2 years after surgery,乳房癌患者における術後2年間の疲労次元の変化要因,2,1+0
1146,25968325,"Apathy, ventriculomegaly and neurocognitive improvement following shunt surgery in normal pressure hydrocephalus",正常圧水頭症におけるシャント手術後の無関心、脳室拡大および神経認知機能の改善,2,1+0
1152,35036984,Relationship of smoking with current and future social isolation and loneliness: 12-year follow-up of older adults in England,喫煙と現在および将来の社会的孤立・孤独感との関連性：イングランド高齢者における12年間の追跡調査,2,0+1
1173,39231919,Health Outcomes Associated with Loneliness and Social Isolation in Older Adults Living with HIV: A Systematic Review,HIV感染高齢者の孤独感と社会的孤立に関連する健康アウトカム：系統的レビュー,2,1+1
1175,35210344,Experience of depression in older adults with and without a physical long-term condition: findings from a qualitative interview study,身体的慢性疾患の有無による高齢者の抑うつ体験：質的インタビュー研究からの知見,2,1+1
1176,32734380,Association of HIV serostatus and metabolic syndrome with neurobehavioral disturbances,HIV血清状態とメタボリックシンドロームが神経行動障害と関連する,2,1+0
1198,37097662,Prevalence of and Risk Factors for Emotional Distress in Patients Undergoing Radiotherapy for Lung Cancer,肺癌放射線治療患者における情緒的苦痛の有病率と危険因子,2,1+1
1205,32520946,"Behavioural issues in late life may be the precursor of dementia- A cross sectional evidence from memory clinic of AIIMS, India",老年期の行動問題は認知症の前兆となる可能性－インドAIIMS記憶クリニックにおける横断的証拠,2,1+0
1211,30951261,Depression Subtypes in Individuals With or at Risk for Symptomatic Knee Osteoarthritis,症候性膝変形性関節症患者およびそのリスク群におけるうつ病のサブタイプ,2,1+1
1213,25709422,A new delirium phenotype with rapid high amplitude onset and nearly as rapid reversal: Central Coast Australia Delirium Intervention Study,急速な高振幅発症とほぼ同等の速さで回復する新たなせん妄表現型：オーストラリア・セントラルコーストせん妄介入研究,2,0+1
1252,30607676,Symptoms during chemotherapy in colorectal cancer patients,大腸癌患者における化学療法中の症状,2,1+1
1259,35337631,Neuropsychiatric manifestations in vitamin B12 deficiency,ビタミンB12欠乏症における神経精神症状,2,1+1
1260,28303060,Evaluation of the association between locomotive syndrome and depressive states: a cross-sectional study,運動症候群と抑うつ状態の関連性の評価：横断的研究,2,1+0
1265,33407194,Physical exercise for individuals with dementia: potential benefits perceived by formal caregivers,認知症患者に対する身体運動：介護者が認識する潜在的な利点,2,1+0
1296,25028345,Leukocyte telomere length and late-life depression,白血球テロメア長と老年期うつ病,2,0+1
1299,25532691,"Experiences of pain: a longitudinal, qualitative study of patients with head and neck cancer recently treated with radiotherapy",疼痛体験：放射線治療を最近受けた頭頸部癌患者を対象とした縦断的質的研究,2,1+0
1301,30398087,Risk factors for social withdrawal in amyotrophic lateral sclerosis/motor neurone disease,筋萎縮性側索硬化症／運動ニューロン疾患における社会的引きこもりの危険因子,2,1+0
1304,40126083,Physical and Psychological Symptoms After Stroke: Longitudinal Symptom Prevalence and Network Analysis,脳卒中後の身体的・心理的症状：縦断的症状有病率とネットワーク解析,2,0+1
1306,30048834,The interrelations among aspects of dyspnea and symptoms of depression in COPD patients - a network analysis,COPD患者における呼吸困難の側面と抑うつ症状の相互関係－ネットワーク分析,2,1+1
1307,34728587,Long-term neuropsychiatric symptoms in spontaneous intracerebral haemorrhage survivors,自然発生性脳内出血生存者における長期神経精神症状,2,0+1
1308,39324780,Depressive symptoms profile and dementia risk after spontaneous intracerebral haemorrhage,自然発生性脳内出血後の抑うつ症状プロファイルと認知症リスク,2,0+1
1309,40948447,Depressive Symptoms Profiles and Cognitive Outcomes After Stroke,脳卒中後の抑うつ症状プロファイルと認知機能アウトカム,2,0+1
1314,28437320,Development of a Claims-based Frailty Indicator Anchored to a Well-established Frailty Phenotype,確立された虚弱フェノタイプに基づく請求データからの虚弱指標の開発,1,1+1
1315,34669540,Self-perceptions of aging and depressive symptoms: the mediating role of loneliness,加齢に関する自己認識と抑うつ症状：孤独感の媒介的役割,1,0+1
1316,27618648,Independent and joint associations of physical activity and fitness with fibromyalgia symptoms and severity: The al-Ándalus project,身体活動およびフィットネスと線維筋痛症の症状および重症度との独立および共同関連性：アル・アンダルス・プロジェクト,2,1+1
1318,29710716,Brain Inflammation Connects Cognitive and Non-Cognitive Symptoms in Alzheimer's Disease,アルツハイマー病における認知症状と非認知症状を結びつける脳炎症,2,0+1
1319,28818699,Apathy in people with epilepsy and its clinical significance: A case-control study,てんかん患者における無関心とその臨床的意義：症例対照研究,2,0+1
1320,30667129,Self-stigma among Korean patients with diabetes: A concept analysis,韓国人糖尿病患者における自己スティグマ：概念分析,2,1+0
1328,32694297,Psychiatric Disturbance or Parkinsonism as a Presentation of CNS Lymphoma: Observational Retrospective Study and Review of Literature,中枢神経系リンパ腫の臨床症状としての精神障害またはパーキンソン症候群：観察的後方視的研究と文献レビュー,2,1+0
1333,31796642,Natural clinical course of progressive supranuclear palsy in Chinese patients in Hong Kong,香港在住中国人患者における進行性核上性麻痺の自然経過,2,1+0
1334,28838910,Assessment of Iron Deposition in the Brain in Frontotemporal Dementia and Its Correlation with Behavioral Traits,前頭側頭型認知症における脳内鉄沈着の評価と行動特性との相関,2,1+0
1337,39164158,Worse Morning Energy Profiles Are Associated with Significant Levels of Stress and Decrements in Resilience in Patients Receiving Chemotherapy,化学療法を受けている患者における朝のエネルギープロファイルの悪化は、著しいストレスレベルおよびレジリエンスの低下と関連している,1,1+1
1339,39052823,Health Care Team Interventions for Older Adults With Distress Behaviors: A Systematic Review,苦痛行動を呈する高齢者に対する医療チーム介入：系統的レビュー,1,1+0
1341,27605868,Treatment resistant depression or dementia: a case report,治療抵抗性うつ病または認知症：症例報告,1,1+0
1346,25854747,Symptom report and treatment experience of hypogonadal men with and without type 2 diabetes in a United States health plan,米国医療保険制度における2型糖尿病の有無にかかわらず性腺機能低下症の男性における症状報告と治療経験,2,1+0
1350,29037500,"Motor, behavioural, and cognitive correlates of fatigue in early, de novo Parkinson disease patients",初期・新規発症パーキンソン病患者における疲労の運動機能・行動・認知的相関,2,0+1
1364,25595665,Strategy Training During Inpatient Rehabilitation May Prevent Apathy Symptoms After Acute Stroke,急性脳卒中後の無関心症状を予防する入院リハビリテーション中の戦略訓練,2,0+1
1368,30539722,Narrative medicine applications for patient identity and quality of life in ventricular assist device (VAD) patients,心室補助装置（VAD）患者における患者アイデンティティと生活の質のためのナラティブ・メディシン応用,2,0+1
1372,37915279,"Impact and experiences of vestibular disorders and psychological distress: Qualitative findings from patients, family members and healthcare professionals",前庭障害と心理的苦痛の影響と経験：患者、家族、医療従事者からの質的知見,2,0+1
1373,40668307,The impact of Abdominal Wall Hernia (AWH) on patients' social and sexual relationships: a Qualitative Analysis,腹壁ヘルニア（AWH）が患者の社会的・性的関係に与える影響：質的分析,2,0+1
1374,39868558,Association of Depression Dimensions With Cognitive Functioning in Community-Dwelling Oldest-Old Adults: The LifeAfter90 Study,地域在住最高齢高齢者における抑うつ次元の認知機能との関連性：LifeAfter90研究,2,1+0
1376,33468519,Specific Dimensions of Depression Have Different Associations With Cognitive Decline in Older Adults With Type 2 Diabetes,2型糖尿病高齢者の認知機能低下と抑うつ症状の特定次元の関連性の差異,2,1+1
1384,34024829,The Association Between Diabetes Mellitus and Mild Behavioral Impairment Among Mild Cognitive Impairment: Findings from Singapore,軽度認知障害における糖尿病と軽度行動障害の関連性：シンガポールからの知見,2,0+1
1386,27002495,"Perceived autonomy support, psychological needs satisfaction, depressive symptoms and apathy in French hospitalized older people",フランス人入院高齢者の自律性支援の知覚、心理的ニーズ充足、抑うつ症状および無関心,2,1+0
1392,33076372,Subclinical Cognitive and Neuropsychiatric Correlates and Hippocampal Volume Features of Brain White Matter Hyperintensity in Healthy People,健常者における脳白質高信号域の亜臨床的認知・神経精神相関と海馬体積特徴,2,1+0
1396,39887591,"The Psychological, Cognitive, and Behavioural Effects of Starvation in Humans: A Scoping Review",ヒトにおける飢餓の心理的、認知的、行動的影響：スコープレビュー,2,1+0
1398,39068922,Cognitive and Behavioral Profile of Patients with Amyotrophic Lateral Sclerosis Spectrum in the Indian Context,インドにおける筋萎縮性側索硬化症スペクトラム患者の認知・行動プロファイル,2,1+0
1403,26915605,"A Randomized, Placebo-Controlled, Double-Blind Efficacy Study of Nefiracetam to Treat Poststroke Apathy",脳卒中後の無関心症に対するネフィラセタムの有効性に関する無作為化プラセボ対照二重盲検試験,2,1+0
1405,36572691,"The neurobiology of apathy in depression and neurocognitive impairment in older adults: a review of epidemiological, clinical, neuropsychological and biological research",うつ病における無気力と高齢者の神経認知障害の神経生物学：疫学的・臨床的・神経心理学的・生物学的研究のレビュー,2,1+0
1407,40683774,"Depression and apathy in older adults: Diagnostic relevance, clinical implications and challenges",高齢者の抑うつと無関心：診断的意義、臨床的示唆、および課題,2,1+0
1420,37385899,"Cognitive, Disability, and Treatment Outcome Implications of Symptom-Based Phenotyping in Late-Life Depression",老年期うつ病における症状ベースの表現型分類が認知機能、障害、治療結果に及ぼす影響,2,0+1
1421,26863996,Prevalence and associated factors of sarcopenia in elderly subjects with amnestic mild cognitive impairment or Alzheimer disease,健忘型軽度認知障害またはアルツハイマー病を有する高齢者におけるサルコペニアの有病率と関連因子,2,1+0
1425,33219292,Lesions in the right Rolandic operculum are associated with self-rating affective and apathetic depressive symptoms for post-stroke patients,右側ロランディ蓋部の病変は、脳卒中後の患者における自己評価による感情的および無気力な抑うつ症状と関連している,2,0+1
1427,30799347,Patient Health Questionnaire-2 Screening for Depressive Symptoms in Japanese Outpatients with Heart Failure,心不全外来患者における抑うつ症状のスクリーニング：患者健康質問票-2を用いた検討,2,1+1
1428,35811445,An autopsy case of progressive supranuclear palsy. Pallido-nigro-luysian type with argyrophilic grains clinically presenting with personality and behavioral changes,進行性核上性麻痺の剖検例：人格・行動変化を臨床的に呈したアルギロフィリック顆粒を伴う淡蒼球・黒質・ルイス型,2,1+0
1444,35468172,Prefrontal hyperactivation during dual-task walking related to apathy symptoms in older individuals,高齢者の無関心症状に関連する二重課題歩行中の前頭前野過活動,2,1+0
1447,31177644,"A systematic review and meta-analysis on basic psychological need satisfaction, motivation, and well-being in later life: Contributions of self-determination theory",老年期における基本的心理的欲求充足、動機付け、および幸福感に関する系統的レビューとメタ分析：自己決定理論の貢献,2,1+0
1449,25899716,Apathy and suicide-related ideation 3 months after stroke: a cross-sectional study,脳卒中後3ヶ月における無関心と自殺関連思考：横断研究,2,1+0
1450,29937440,Apathy after stroke: potential risk factors and magnetic resonance imaging markers,脳卒中後の無関心：潜在的危険因子と磁気共鳴画像マーカー,1,1+0
1453,26490555,"Hyponatremia in the outpatient setting: clinical characteristics, risk factors, and outcome",外来患者における低ナトリウム血症：臨床的特徴、危険因子、および転帰,2,1+1
1456,32651249,"Apathy, but not depression, predicts all-cause dementia in cerebral small vessel disease",無関心（抑うつではない）が脳小血管病変における全原因認知症を予測する,2,1+0
1457,30737341,Apathy is associated with large-scale white matter network disruption in small vessel disease,無関心は小血管病変における大規模な白質ネットワーク障害と関連する,2,1+0
1460,35247744,Older patients' experience of living with cognitive impairment related to hormone therapy for breast cancer: A qualitative study,乳がんホルモン療法に関連する認知機能障害を抱えて生活する高齢患者の体験：質的研究,2,1+1
1468,27445626,Effect of Tramadol/Acetaminophen on Motivation in Patients with Chronic Low Back Pain,慢性腰痛患者におけるトラマドール/アセトアミノフェンの動機付けへの影響,2,0+1
1476,38839316,[A longitudinal study of the association between physical activity and apathy among community-dwelling older adults],[地域在住高齢者における身体活動と無気力感の関連性に関する縦断研究],2,1+0
1477,26671151,White matter integrity and cognitive dysfunction: Radiological and neuropsychological correlations,白質完全性と認知機能障害：画像所見と神経心理学的相関,2,1+0
1479,28606500,Is there a specific psychiatric background or personality profile in functional dystonia?,機能性ジストニアには特定の精神医学的背景や性格プロファイルは存在するのか？,2,1+1
1488,37732590,Health-related quality of life and mild behavioral impairment in older adults without dementia,認知症のない高齢者の健康関連QOLと軽度行動障害,2,0+1
1492,28754095,Comparison of neuropsychiatric symptoms and diffusion tensor imaging correlates among patients with subcortical ischemic vascular disease and Alzheimer's disease,皮質下虚血性血管疾患患者とアルツハイマー病患者における神経精神症状および拡散テンソル画像相関の比較,2,0+1
1494,36950826,[Clinical characteristics and metabolic therapy of fatigue in the acute and early recovery periods of ischemic stroke],[虚血性脳卒中急性期および早期回復期における疲労の臨床的特徴と代謝療法],2,0+1
1496,38982845,Clinical recognition of frontotemporal dementia with right anterior temporal predominance: A multicenter retrospective cohort study,右側前頭側頭葉優位の前頭側頭型認知症の臨床的認識：多施設共同後ろ向きコホート研究,2,0+1
1499,30355543,Emotional feeling in patients suffering from amyotrophic lateral sclerosis,筋萎縮性側索硬化症患者の感情的感覚,2,0+1
1506,29865086,Participation and the Role of Neuropsychological Functioning in Myotonic Dystrophy Type 1,筋緊張性ジストロフィー1型における参加と神経心理学的機能の役割,2,1+0
1508,27943444,Frequency and intensity of symptoms and treatment interventions in hospitalized older palliative cancer patients: a multicentre cross-sectional study,入院中の高齢緩和ケアがん患者における症状と治療介入の頻度および強度：多施設横断研究,2,1+0
1509,26674655,"Clinical features of TBK1 carriers compared with C9orf72, GRN and non-mutation carriers in a Belgian cohort",ベルギー人集団におけるTBK1保因者とC9orf72、GRN、非変異保因者の臨床的特徴比較,2,0+1
1517,29494058,Methylphenidate,メチルフェニデート,1,1+0
1520,28396180,Polypharmacy Is Associated With Higher Frailty Risk in Older People: An 8-Year Longitudinal Cohort Study,高齢者における多剤併用は虚弱リスクの上昇と関連：8年間の縦断的コホート研究,2,1+0
1524,29488192,"[Apathy, depression and cognitive functioning in patients with MCI and dementia]",[軽度認知障害および認知症患者における無関心、抑うつ、認知機能],2,0+1
1529,37741610,"Apathy Symptoms, Physical and Cognitive Function, Health-Related Quality of Life, and Mortality in Older Patients With CKD: A Longitudinal Observational Study",CKD高齢患者における無関心症状、身体機能・認知機能、健康関連QOL、および死亡率：縦断的観察研究,2,1+1
1530,38452292,Persistence and emergence of new neuropsychological deficits following SARS-CoV-2 infection: A follow-up assessment of the Geneva COVID-COG cohort,SARS-CoV-2感染後の新たな神経心理学的障害の持続と出現：ジュネーブCOVID-COGコホートの追跡評価,2,1+1
1533,31782661,Effects of a person-centred telephone support on fatigue in people with chronic heart failure: Subgroup analysis of a randomised controlled trial,慢性心不全患者における疲労に対する個人中心電話支援の効果：無作為化比較試験のサブグループ解析,2,1+0
1535,26940028,Excessive Iron and α-Synuclein Oligomer in Brain are Relevant to Pure Apathy in Parkinson Disease,脳内の過剰な鉄とα-シヌクレインオリゴマーはパーキンソン病における純粋無動に関連している,2,0+1
1539,30299347,Association of Fibroblast Growth Factor-23 (FGF-23) With Incident Frailty in HIV-Infected and HIV-Uninfected Individuals,HIV感染者と非感染者における線維芽細胞成長因子-23（FGF-23）と虚弱発症の関連性,2,1+0
1541,40261292,Impact of obesity on neuropsychiatric symptoms in Alzheimer's disease: Insights from the ADNI cohort,アルツハイマー病における肥満が神経精神症状に及ぼす影響：ADNIコホートからの知見,2,1+0
1547,34633324,A Nationwide Multi-Center Questionnaire Survey on the Real-World State and Clinical Management of Poststroke Dementia in Japan,日本における脳卒中後認知症の現実状態と臨床管理に関する全国多施設共同質問票調査,2,0+1
1548,38640961,Guideline Recommendations on Behavioral and Psychological Symptoms of Dementia: A Systematic Review,認知症の行動・心理症状に関するガイドライン推奨事項：系統的レビュー,1,1+1
1554,35165292,The effects of the COVID-19 pandemic on neuropsychiatric symptoms in dementia and carer mental health: an international multicentre study,COVID-19パンデミックが認知症患者の神経精神症状と介護者のメンタルヘルスに及ぼす影響：国際多施設共同研究,2,0+1
1558,39856128,Consequences of COVID-19 for geriatric patients during a pandemic,パンデミック下における高齢者患者へのCOVID-19の影響,2,1+1
1559,36072479,Effect of exercise intervention on social distance in middle-aged and elderly patients with chronic low back pain,慢性腰痛を有する中高年患者における運動介入が社会的距離に及ぼす影響,2,1+1
1562,34483998,Neuropsychiatric Symptoms in Mild Cognitive Impairment and Dementia Due to AD: Relation With Disease Stage and Cognitive Deficits,アルツハイマー病による軽度認知障害および認知症における神経精神症状：疾患段階および認知障害との関係,1,0+1
1567,35237627,Beyond the Lung: Geriatric Conditions Afflict Community-Dwelling Older Adults With Self-Reported Chronic Obstructive Pulmonary Disease,肺を超えて：自己申告による慢性閉塞性肺疾患を有する在宅高齢者を苦しめる老年期疾患,2,1+1
1568,35599483,Gender/Sex Differences in the Association of Mild Behavioral Impairment with Cognitive Aging,軽度行動障害と認知老化との関連における性別差,2,0+1
1569,34768029,Apathy is not associated with a panel of biomarkers in older adults with HIV disease,HIV感染症高齢者の無関心はバイオマーカー群と関連しない,2,1+1
1570,36283953,Strengths and Weaknesses of the Vascular Apathy Hypothesis: A Narrative Review,血管性無関心仮説の長所と短所：物語的レビュー,2,0+1
1571,40267731,Brain network connectivity underlying neuropsychiatric symptoms in prodromal Lewy body dementia,前駆期レビー小体型認知症における神経精神症状の基盤となる脳ネットワーク接続性,2,0+1
1572,33729425,Four-Month Clinical Status of a Cohort of Patients After Hospitalization for COVID-19,COVID-19入院後の患者コホートの4か月間の臨床経過,2,1+0
1574,26181568,Clinical Significance of Cerebrovascular Biomarkers and White Matter Tract Integrity in Alzheimer Disease: Clinical correlations With Neurobehavioral Data in Cross-Sectional and After 18 Months Follow-ups,アルツハイマー病における脳血管バイオマーカーと白質路完全性の臨床的意義：横断的調査および18ヶ月追跡調査における神経行動学的データとの臨床的相関,2,1+1
1575,30523659,Effects of a hybrid intervention combining exergaming and physical therapy among older adults in a long-term care facility,長期療養施設における高齢者対象のエクササイズゲームと物理療法を組み合わせたハイブリッド介入の効果,2,1+0
1577,26201550,Association of neuropsychiatric symptoms and sub-syndromes with cognitive impairment in community-dwelling Asian elderly,地域在住アジア人高齢者における神経精神症状および亜症候群と認知機能障害の関連性,2,0+1
1578,33724091,Long-term neurobehavioral correlates of brain cortical microinfarcts in a memory clinic cohort in Singapore,シンガポール記憶クリニックコホートにおける脳皮質微小梗塞の長期神経行動学的相関,2,0+1
1583,40618026,Examining apathy prevalence and associated factors among older adults after the Great East Japan Earthquake: a mixed-methods study,東日本大震災後の高齢者における無気力症の有病率と関連要因の検討：混合研究法による研究,2,0+1
1586,26082708,Gray Matter Volume Changes in the Apathetic Elderly,無関心な高齢者の灰白質容積変化,2,1+0
1587,37396666,The neural correlates of apathy in the context of aging and brain disorders: a meta-analysis of neuroimaging studies,加齢および脳疾患における無気力の神経相関：神経画像研究のメタ分析,2,1+0
1588,28225493,Acetylcholinesterase inhibitor treatment alleviated cognitive impairment caused by delayed encephalopathy due to carbon monoxide poisoning: Two case reports and a review of the literature,一酸化炭素中毒による遅発性脳症が引き起こす認知障害に対するアセチルコリンエステラーゼ阻害薬治療の効果：2症例報告と文献レビュー,2,1+0
1589,32717901,The Role of Bedroom Privacy in Social Interaction among Elderly Residents in Nursing Homes: An Exploratory Case Study of Hong Kong,介護施設における高齢入居者の社会的交流における寝室のプライバシーの役割：香港における探索的ケーススタディ,2,1+0
1590,32003417,Neuropsychiatric Symptoms and Risk Factors in Mild Cognitive Impairment: A Cohort Investigation of Elderly Patients,軽度認知障害における神経精神症状と危険因子：高齢者患者を対象としたコホート研究,2,1+0
1591,38214108,Oral frailty: A concept analysis,口腔脆弱性：概念分析,2,1+0
1593,25319873,Deficiency of brain structural sub-network underlying post-ischaemic stroke apathy,虚血性脳卒中後の無関心症候群の基盤となる脳構造サブネットワークの欠損,2,1+0
1594,25555189,Voxel-based analysis of fractional anisotropy in post-stroke apathy,脳卒中後の無関心症における分画異方性のボクセルベース解析,2,1+0
1596,30999680,Low-Grade Inflammation Is Associated with Apathy Indirectly via Deep White Matter Lesions in Community-Dwelling Older Adults: The Sefuri Study,低度炎症は地域在住高齢者において深部白質病変を介して間接的に無気力と関連する：セフリ研究,2,1+0
1597,26300077,Leisure-Time Physical Inactivity Associated with Vascular Depression or Apathy in Community-Dwelling Elderly Subjects: The Sefuri Study,地域在住高齢者における血管性抑うつまたは無気力と余暇時間の身体活動不足との関連：瀬府里研究,2,1+0
1598,30868501,Neuropsychiatric Symptoms and Cognitive Impairment in Chinese Patients with Parkinson's Disease in Han and Hui Ethnicity,漢民族および回族の中国パーキンソン病患者における神経精神症状と認知機能障害,2,1+0
1602,40462618,Tackling gender in progressive supranuclear palsy: Male patients present more apathy,進行性核上性麻痺における性差の検討：男性患者はより無気力を示す,2,1+0
1607,31954041,Comparing the symptoms experience of cancer and non-cancer older adult patients in Turkish cancer patients: A cross-sectional study,トルコ人癌患者における癌高齢患者と非癌高齢患者の症状体験の比較：横断研究,2,0+1
1616,36688162,Mild behavioral impairment linked to progression to Alzheimer's disease and cortical thinning in amnestic mild cognitive impairment,軽度行動障害とアルツハイマー病への進行および健忘型軽度認知障害における皮質薄化との関連,2,1+0
1620,39603508,Associations of Mild Behavioral Impairment Domains with Brain Volumes: Cross-sectional Analysis of Atherosclerosis Risk in Community (ARIC) Study,軽度行動障害領域と脳容積の関連性：地域住民における動脈硬化リスク（ARIC）研究の横断的分析,2,1+0
1627,33787499,Correlations Between Facial Expressivity and Apathy in Elderly People With Neurocognitive Disorders: Exploratory Study,神経認知障害を有する高齢者における表情表現性と無関心との相関：探索的研究,2,1+0
1633,37922191,Internet use and loneliness among older Chinese adults,中国高齢者のインターネット利用と孤独感,2,1+0
1634,27993522,Non-motor symptoms and the quality of life in multiple system atrophy with different subtypes,非運動症状と異なるサブタイプにおける多系統萎縮症の生活の質,2,1+0
1638,35183116,Sarcopenia and motoric cognitive risk syndrome: a moderated mediation model,サルコペニアと運動認知リスク症候群：調整された媒介モデル,2,1+1
1641,37990547,The relationship between apathy and nonparametric variables of rest activity rhythm in older adults with cerebral small vessel disease,脳小血管病を有する高齢者における無関心と休息活動リズムの非パラメトリック変数との関連性,2,1+0
1642,38778380,Oral frailty: a concept analysis,口腔脆弱性：概念分析,2,1+1
1643,40480282,The Relationship Between Frailty and Psychological Functioning in Community-Dwelling Older Adults: A Systematic Review,地域在住高齢者における虚弱度と心理機能の関係：系統的レビュー,2,1+0
1644,33395732,Apathy symptoms increase the risk of dementia conversion: a case-matching cohort study on patients with post-stroke mild cognitive impairment in China,無関心症状は認知症移行リスクを増加させる：中国における脳卒中後軽度認知障害患者を対象とした症例対照コホート研究,2,1+0
1645,38976268,Dementia Subtypes Defined Through Neuropsychiatric Symptom-Associated Brain Connectivity Patterns,神経精神症状に関連する脳接続パターンによって定義される認知症のサブタイプ,2,1+0
1647,31852160,High prevalence of sleep disorders and behavioral and psychological symptoms of dementia in late-onset Alzheimer disease: A study in Eastern China,遅発性アルツハイマー病における睡眠障害および認知症の行動・心理症状の高頻度：中国東部における研究,2,1+0
1650,37970813,Measurement of neuropsychiatric symptoms in the older adults with mild cognitive impairment based on speech and facial expressions: a cross-sectional observational study,軽度認知障害を有する高齢者の神経精神症状を言語と表情に基づいて測定：横断的観察研究,2,1+0
1651,36284449,"Distinguishing apathy and depression in older adults with mild cognitive impairment using text, audio, and video based on multiclass classification and shapely additive explanations",多クラス分類とShapely Additive Explanationsに基づくテキスト・音声・動画を用いた軽度認知障害高齢者の無関心と抑うつの鑑別,2,1+0
1656,39013750,Neuropsychiatric Symptom Profile in Alzheimer's Disease and Their Relationship With Functional Decline,アルツハイマー病における神経精神症状プロファイルと機能低下との関連性,2,1+0
1659,31261554,Hypothalamic sydrome as an initial presentation of Wernicke encephalopathy: A case report,ウェルニッケ脳症の初期症状としての視床下部症候群：症例報告,2,0+1
1660,39624803,Unfavourable Outcomes in Older Adults with Oral Frailty: A Scoping Review,口腔脆弱性を持つ高齢者の予後不良：スコーピングレビュー,2,1+0
1661,39744374,Prevalence and unfavourable outcome of oral frailty in older adult: a systematic review and meta-analysis,高齢者における口腔脆弱性の有病率と予後不良：系統的レビューとメタ分析,2,1+0
1667,40121512,Experience of illness with chronic singultus: a qualitative interview study,慢性しゃっくりを伴う疾患体験：質的インタビュー研究,2,0+1
1669,32381437,Metastatic breast cancer in older patients: A longitudinal assessment of geriatric outcomes,高齢患者における転移性乳癌：老年学的転帰の縦断的評価,2,1+1
1673,36357126,Symptom Burden before and after Dialysis Initiation in Older Patients,透析開始前後の高齢患者の症状負担,2,1+1
1677,24823894,Apathy among institutionalized stroke patients: prevalence and clinical correlates,施設入所中の脳卒中患者における無関心：有病率と臨床的相関,2,1+0
