article_id,pmid,title_en,title_ja,username,decision,comment,flag_cause,flag_treatment,cat_physical,cat_brain,cat_psycho,cat_drug,direction_gpt,direction_gemini,condition_list_gpt,condition_list_gemini,year
389,28264087,"Precipitous Deterioration of Motor Function, Cognition, and Behavior",運動機能、認知機能、行動の急激な悪化,baba,0,,0,0,0,0,0,0,1,1,パーキンソニズムを伴う神経変性疾患（進行性核上性麻痺などを含む鑑別疾患）,神経変性疾患,2017
389,28264087,"Precipitous Deterioration of Motor Function, Cognition, and Behavior",運動機能、認知機能、行動の急激な悪化,kobayashi,0,,0,0,0,0,0,0,1,1,パーキンソニズムを伴う神経変性疾患（進行性核上性麻痺などを含む鑑別疾患）,神経変性疾患,2017
390,28240379,Different apathy clinical profile and neural correlates in behavioral variant frontotemporal dementia and Alzheimer's disease,行動変異型前頭側頭型認知症とアルツハイマー病における無関心症の臨床プロファイルと神経相関の違い,baba,2,,0,0,0,1,0,0,1,1,行動変異型前頭側頭型認知症; アルツハイマー型認知症,前頭側頭型認知症、アルツハイマー病,2018
390,28240379,Different apathy clinical profile and neural correlates in behavioral variant frontotemporal dementia and Alzheimer's disease,行動変異型前頭側頭型認知症とアルツハイマー病における無関心症の臨床プロファイルと神経相関の違い,kobayashi,2,,0,0,0,1,0,0,1,1,行動変異型前頭側頭型認知症; アルツハイマー型認知症,前頭側頭型認知症、アルツハイマー病,2018
391,26803583,Validation of the Lille's Apathy Rating Scale in Very Mild to Moderate Dementia,軽度から中等度認知症におけるリール無関心評価尺度の妥当性検証,baba,0,,0,0,0,0,0,0,1,1,アルツハイマー型認知症; 前頭側頭型認知症; 原発性進行性失語,認知症（アルツハイマー病、前頭側頭型認知症など）,2016
391,26803583,Validation of the Lille's Apathy Rating Scale in Very Mild to Moderate Dementia,軽度から中等度認知症におけるリール無関心評価尺度の妥当性検証,kobayashi,0,,0,0,0,0,0,0,1,1,アルツハイマー型認知症; 前頭側頭型認知症; 原発性進行性失語,認知症（アルツハイマー病、前頭側頭型認知症など）,2016
392,29210282,Neuropsychiatric Profile in Early Versus Late Onset Alzheimer's Disease,早期発症と遅発性アルツハイマー病における神経精神医学的プロファイル,baba,2,,0,0,0,1,0,0,1,1,早期発症アルツハイマー型認知症; 晚期発症アルツハイマー型認知症,アルツハイマー病,2018
392,29210282,Neuropsychiatric Profile in Early Versus Late Onset Alzheimer's Disease,早期発症と遅発性アルツハイマー病における神経精神医学的プロファイル,kobayashi,2,,0,0,0,1,0,0,1,1,早期発症アルツハイマー型認知症; 晚期発症アルツハイマー型認知症,アルツハイマー病,2018
393,26135736,Motivation and Social Cognition in Patients with Schizophrenia,統合失調症患者の動機付けと社会的認知,baba,0,,0,0,0,0,0,0,3,1,統合失調症,統合失調症,2015
393,26135736,Motivation and Social Cognition in Patients with Schizophrenia,統合失調症患者の動機付けと社会的認知,kobayashi,0,,0,0,0,0,0,0,3,1,統合失調症,統合失調症,2015
394,25567425,Antipsychotics and amotivation,抗精神病薬と意欲減退,baba,1,,0,0,0,0,0,0,1,1,統合失調症; 抗精神病薬治療中,統合失調症,2015
394,25567425,Antipsychotics and amotivation,抗精神病薬と意欲減退,kobayashi,1,,0,0,0,0,1,1,1,1,統合失調症; 抗精神病薬治療中,統合失調症,2015
395,36554774,The Mental Health of the Peruvian Older Adult during the COVID-19 Pandemic,COVID-19パンデミック下におけるペルー高齢者のメンタルヘルス,baba,1,,0,0,0,0,0,0,1,1,COVID-19パンデミック下の高齢者; 高齢者うつ病・抑うつ症状; 高齢者の不安・ストレス関連状態,COVID-19パンデミック,2022
395,36554774,The Mental Health of the Peruvian Older Adult during the COVID-19 Pandemic,COVID-19パンデミック下におけるペルー高齢者のメンタルヘルス,kobayashi,1,,0,0,0,0,1,0,1,1,COVID-19パンデミック下の高齢者; 高齢者うつ病・抑うつ症状; 高齢者の不安・ストレス関連状態,COVID-19パンデミック,2022
396,34024833,Clinical Phenotypes of Behavioral Variant Frontotemporal Dementia by Age at Onset,発症年齢による行動変異型前頭側頭型認知症の臨床的表現型,baba,1,,0,0,0,1,0,0,1,1,行動変異型前頭側頭型認知症（bvFTD）,前頭側頭型認知症,2021
396,34024833,Clinical Phenotypes of Behavioral Variant Frontotemporal Dementia by Age at Onset,発症年齢による行動変異型前頭側頭型認知症の臨床的表現型,kobayashi,1,,0,0,0,0,0,0,1,1,行動変異型前頭側頭型認知症（bvFTD）,前頭側頭型認知症,2021
397,28158169,Pneumocephalus Following Unidentified Dural Puncture: A Case Report with an Unusual Neurological Presentation,原因不明の硬膜穿刺後の気脳症：特異な神経学的所見を呈した症例報告,baba,0,,0,0,0,0,0,0,1,1,硬膜穿刺後気脳症,気脳症,2017
397,28158169,Pneumocephalus Following Unidentified Dural Puncture: A Case Report with an Unusual Neurological Presentation,原因不明の硬膜穿刺後の気脳症：特異な神経学的所見を呈した症例報告,kobayashi,0,,0,0,0,1,0,0,1,1,硬膜穿刺後気脳症,気脳症,2017
398,28624821,On the Social Life and Motivational Changes of Aging Monkeys,高齢サルにおける社会生活と動機付けの変化について,baba,0,,0,0,0,0,0,0,1,1,nan,加齢,2017
398,28624821,On the Social Life and Motivational Changes of Aging Monkeys,高齢サルにおける社会生活と動機付けの変化について,kobayashi,0,,0,0,0,1,0,0,1,1,nan,加齢,2017
399,28911268,"Apathy, not depressive symptoms, as a predictor of semantic and phonemic fluency task performance in stroke and transient ischemic attack",脳卒中および一過性脳虚血発作における意味的・音韻的流暢性課題の予測因子としての無関心（抑うつ症状ではない）,baba,1,,0,0,0,1,0,0,1,1,脳卒中; 一過性脳虚血発作; 脳血管障害による前頭‐皮質下回路障害,脳卒中/一過性脳虚血発作,2018
399,28911268,"Apathy, not depressive symptoms, as a predictor of semantic and phonemic fluency task performance in stroke and transient ischemic attack",脳卒中および一過性脳虚血発作における意味的・音韻的流暢性課題の予測因子としての無関心（抑うつ症状ではない）,kobayashi,1,,0,0,0,1,0,0,1,1,脳卒中; 一過性脳虚血発作; 脳血管障害による前頭‐皮質下回路障害,脳卒中/一過性脳虚血発作,2018
400,27270271,Computerized assessment of goal-directed behavior in Parkinson's disease,パーキンソン病における目標指向行動のコンピュータ化評価,baba,0,,0,0,0,0,0,0,1,1,パーキンソン病,パーキンソン病,2016
400,27270271,Computerized assessment of goal-directed behavior in Parkinson's disease,パーキンソン病における目標指向行動のコンピュータ化評価,kobayashi,2,,0,0,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2016
401,26117435,Caregiver report of apathy predicts dementia in Parkinson's disease,介護者による無気力感の報告はパーキンソン病における認知症を予測する,baba,2,,0,0,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2015
401,26117435,Caregiver report of apathy predicts dementia in Parkinson's disease,介護者による無気力感の報告はパーキンソン病における認知症を予測する,kobayashi,2,,0,0,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2015
402,30403307,Prominent physical inactivity in acute dementia care: Psychopathology seems to be more important than the dose of sedative medication,急性期認知症ケアにおける顕著な身体活動不足：鎮静薬投与量よりも精神病理学的要因が重要と思われる,baba,0,,0,0,0,0,0,0,1,1,急性期入院中の認知症; 認知症におけるアパシー・神経精神症状,認知症,2019
402,30403307,Prominent physical inactivity in acute dementia care: Psychopathology seems to be more important than the dose of sedative medication,急性期認知症ケアにおける顕著な身体活動不足：鎮静薬投与量よりも精神病理学的要因が重要と思われる,kobayashi,2,,0,0,0,1,0,1,1,1,急性期入院中の認知症; 認知症におけるアパシー・神経精神症状,認知症,2019
403,28399152,Tackling psychosocial maladjustment in Parkinson's disease patients following subthalamic deep-brain stimulation: A randomised clinical trial,視床下部深部脳刺激術後のパーキンソン病患者における心理社会的不適応への取り組み：無作為化臨床試験,baba,0,,0,0,0,0,0,0,1,2,パーキンソン病; 視床下核深部脳刺激術後の心理社会的問題,パーキンソン病,2017
403,28399152,Tackling psychosocial maladjustment in Parkinson's disease patients following subthalamic deep-brain stimulation: A randomised clinical trial,視床下部深部脳刺激術後のパーキンソン病患者における心理社会的不適応への取り組み：無作為化臨床試験,kobayashi,0,,0,0,0,1,0,0,1,2,パーキンソン病; 視床下核深部脳刺激術後の心理社会的問題,パーキンソン病,2017
404,28408788,Apathy and Reduced Speed of Processing Underlie Decline in Verbal Fluency following DBS,無関心と処理速度の低下は、DBS後の言語流暢性の低下を裏付ける,baba,0,,0,0,0,0,0,0,1,2,脳深部刺激施行パーキンソン病など運動障害疾患,脳深部刺激療法(DBS)後,2017
404,28408788,Apathy and Reduced Speed of Processing Underlie Decline in Verbal Fluency following DBS,無関心と処理速度の低下は、DBS後の言語流暢性の低下を裏付ける,kobayashi,0,,0,0,0,0,0,0,1,2,脳深部刺激施行パーキンソン病など運動障害疾患,脳深部刺激療法(DBS)後,2017
405,40742386,Masculinity and memory loss: a qualitative study of the social stigma of dementia among Nigerian men,男性性と記憶喪失：ナイジェリア人男性における認知症の社会的スティグマに関する質的研究,baba,0,,0,0,0,0,0,0,4,4,認知症,認知症,2025
405,40742386,Masculinity and memory loss: a qualitative study of the social stigma of dementia among Nigerian men,男性性と記憶喪失：ナイジェリア人男性における認知症の社会的スティグマに関する質的研究,kobayashi,0,,0,0,0,0,0,0,4,4,認知症,認知症,2025
406,38769801,Comparative analysis of symptom burdens and influential factors among diverse terminally-ill patients,多様な末期患者における症状負担と影響要因の比較分析,baba,2,,0,0,1,0,0,0,1,1,終末期がん; 心不全; 慢性閉塞性肺疾患; 認知症; パーキンソン病; 運動ニューロン疾患; 末期腎不全; その他重篤な終末期疾患（脳卒中; 血液疾患; 多発性硬化症; 肝疾患）,終末期疾患（がん、心不全、認知症など）,2024
406,38769801,Comparative analysis of symptom burdens and influential factors among diverse terminally-ill patients,多様な末期患者における症状負担と影響要因の比較分析,kobayashi,1,,0,0,1,0,0,0,1,1,終末期がん; 心不全; 慢性閉塞性肺疾患; 認知症; パーキンソン病; 運動ニューロン疾患; 末期腎不全; その他重篤な終末期疾患（脳卒中; 血液疾患; 多発性硬化症; 肝疾患）,終末期疾患（がん、心不全、認知症など）,2024
407,28079675,Recent advances in the management of neuropsychiatric symptoms in dementia,認知症における神経精神症状管理の最近の進展,baba,1,介入にのみ使えるか,0,1,0,1,0,0,1,1,認知症; 認知症における神経精神症状（BPSD）,認知症,2017
407,28079675,Recent advances in the management of neuropsychiatric symptoms in dementia,認知症における神経精神症状管理の最近の進展,kobayashi,1,,0,0,0,1,0,1,1,1,認知症; 認知症における神経精神症状（BPSD）,認知症,2017
408,40079251,Unprecedented Combination of Rare Degenerative Pathologies in an Octogenarian Ex-Football Player,80代元フットボール選手における稀な変性病変の未曾有の合併症,baba,0,,0,0,0,0,0,0,1,1,慢性外傷性脳症; アルツハイマー病理; レビー小体病; 前頭側頭葉変性疾患関連病理（globular glial tauopathy など）,神経変性疾患（慢性外傷性脳症など）,2025
408,40079251,Unprecedented Combination of Rare Degenerative Pathologies in an Octogenarian Ex-Football Player,80代元フットボール選手における稀な変性病変の未曾有の合併症,kobayashi,0,,0,0,0,1,0,0,1,1,慢性外傷性脳症; アルツハイマー病理; レビー小体病; 前頭側頭葉変性疾患関連病理（globular glial tauopathy など）,神経変性疾患（慢性外傷性脳症など）,2025
409,26209222,Patterns of Neuropsychiatric Symptoms in Mild Cognitive Impairment and Risk of Dementia,軽度認知障害における神経精神症状のパターンと認知症リスク,baba,0,,0,0,0,0,0,0,1,2,軽度認知障害; 認知症への移行期,軽度認知障害（MCI）、認知症,2016
409,26209222,Patterns of Neuropsychiatric Symptoms in Mild Cognitive Impairment and Risk of Dementia,軽度認知障害における神経精神症状のパターンと認知症リスク,kobayashi,2,,0,0,0,1,0,0,1,2,軽度認知障害; 認知症への移行期,軽度認知障害（MCI）、認知症,2016
410,39164933,Cognitive behavioural treatment for mild Alzheimer's patients and their caregivers (CBTAC): results of a randomised controlled trial,軽度アルツハイマー病患者とその介護者に対する認知行動療法（CBTAC）：無作為化比較試験の結果,baba,2,介入にのみ使えるか,0,1,0,1,0,0,1,1,軽度アルツハイマー型認知症,軽度アルツハイマー病,2025
410,39164933,Cognitive behavioural treatment for mild Alzheimer's patients and their caregivers (CBTAC): results of a randomised controlled trial,軽度アルツハイマー病患者とその介護者に対する認知行動療法（CBTAC）：無作為化比較試験の結果,kobayashi,2,,0,0,0,1,1,0,1,1,軽度アルツハイマー型認知症,軽度アルツハイマー病,2025
411,26578083,Motivational processes in mild cognitive impairment and Alzheimer's disease: results from the Motivational Reserve in Alzheimer's (MoReA) study,軽度認知障害およびアルツハイマー病における動機付けプロセス：アルツハイマー病における動機付け予備力（MoReA）研究の結果,baba,0,,0,0,0,0,0,0,1,1,軽度認知障害; 軽度アルツハイマー型認知症; 中等度アルツハイマー型認知症,軽度認知障害(MCI)、アルツハイマー病(AD),2015
411,26578083,Motivational processes in mild cognitive impairment and Alzheimer's disease: results from the Motivational Reserve in Alzheimer's (MoReA) study,軽度認知障害およびアルツハイマー病における動機付けプロセス：アルツハイマー病における動機付け予備力（MoReA）研究の結果,kobayashi,2,,0,0,0,1,0,0,1,1,軽度認知障害; 軽度アルツハイマー型認知症; 中等度アルツハイマー型認知症,軽度認知障害(MCI)、アルツハイマー病(AD),2015
412,34353790,Clinicians' and patients' experiences of managing heart failure during the COVID-19 pandemic: a qualitative study,COVID-19パンデミック下における心不全管理に関する臨床医と患者の経験：質的研究,baba,0,,0,0,0,0,0,0,4,4,慢性心不全; COVID-19パンデミック下の外出自粛・ロックダウン,心不全,2021
412,34353790,Clinicians' and patients' experiences of managing heart failure during the COVID-19 pandemic: a qualitative study,COVID-19パンデミック下における心不全管理に関する臨床医と患者の経験：質的研究,kobayashi,0,,0,0,1,0,1,0,4,4,慢性心不全; COVID-19パンデミック下の外出自粛・ロックダウン,心不全,2021
413,29097960,Activity Disengagement: Understanding Challenges and Opportunities for Reengagement,活動からの離脱：再関与に向けた課題と機会の理解,baba,1,,0,0,0,0,1,0,4,4,高齢者; 高齢者の社会的活動低下,高齢者（シニア向け住宅）,2017
413,29097960,Activity Disengagement: Understanding Challenges and Opportunities for Reengagement,活動からの離脱：再関与に向けた課題と機会の理解,kobayashi,2,,0,0,0,1,1,0,4,4,高齢者; 高齢者の社会的活動低下,高齢者（シニア向け住宅）,2017
414,31640092,"The LIBRA Index in Relation to Cognitive Function, Functional Independence, and Psycho-Behavioral Symptoms in a Sample of Non-Institutionalized Seniors at Risk of Dementia",認知症リスクのある非施設入所高齢者を対象とした認知機能、機能的自立度、精神行動症状とLIBRA指標の関係,baba,0,,0,0,0,0,0,0,1,1,軽度認知障害; 主観的認知低下,認知症リスク群（軽度認知障害、主観的認知機能低下）,2019
414,31640092,"The LIBRA Index in Relation to Cognitive Function, Functional Independence, and Psycho-Behavioral Symptoms in a Sample of Non-Institutionalized Seniors at Risk of Dementia",認知症リスクのある非施設入所高齢者を対象とした認知機能、機能的自立度、精神行動症状とLIBRA指標の関係,kobayashi,2,,0,0,0,1,1,0,1,1,軽度認知障害; 主観的認知低下,認知症リスク群（軽度認知障害、主観的認知機能低下）,2019
415,35853559,"Overweight, obesity, and individual symptoms of depression: A multicohort study with replication in UK Biobank",過体重、肥満、およびうつ病の個別症状：英国バイオバンクにおける再現性のある多コホート研究,baba,1,,0,0,0,0,1,0,1,1,過体重; 肥満,肥満、うつ病,2022
415,35853559,"Overweight, obesity, and individual symptoms of depression: A multicohort study with replication in UK Biobank",過体重、肥満、およびうつ病の個別症状：英国バイオバンクにおける再現性のある多コホート研究,kobayashi,1,,0,0,0,0,0,0,1,1,過体重; 肥満,肥満、うつ病,2022
416,32859191,Understanding long-term HIV survivorship among African American/Black and Latinx persons living with HIV in the United States: a qualitative exploration through the lens of symbolic violence,米国におけるHIV陽性アフリカ系アメリカ人/黒人およびラティーノの長期生存率の理解：象徴的暴力の視点を通じた質的探求,baba,0,,0,0,0,0,0,0,4,4,HIV感染症（長期生存者）; 低社会経済状態に伴う社会的排除とスティグマ,HIV感染症,2020
416,32859191,Understanding long-term HIV survivorship among African American/Black and Latinx persons living with HIV in the United States: a qualitative exploration through the lens of symbolic violence,米国におけるHIV陽性アフリカ系アメリカ人/黒人およびラティーノの長期生存率の理解：象徴的暴力の視点を通じた質的探求,kobayashi,0,,0,0,0,0,0,0,4,4,HIV感染症（長期生存者）; 低社会経済状態に伴う社会的排除とスティグマ,HIV感染症,2020
417,35446723,Apathy as a Predictor for Conversion From Mild Cognitive Impairment to Dementia: A Systematic Review and Meta-Analysis of Longitudinal Studies,軽度認知障害から認知症への移行を予測する無関心：縦断研究の系統的レビューとメタ分析,baba,1,,0,0,0,1,0,0,1,1,軽度認知障害; アルツハイマー型認知症; 認知症（全般）,軽度認知障害 (MCI),2023
417,35446723,Apathy as a Predictor for Conversion From Mild Cognitive Impairment to Dementia: A Systematic Review and Meta-Analysis of Longitudinal Studies,軽度認知障害から認知症への移行を予測する無関心：縦断研究の系統的レビューとメタ分析,kobayashi,2,,0,0,0,1,0,0,1,1,軽度認知障害; アルツハイマー型認知症; 認知症（全般）,軽度認知障害 (MCI),2023
418,25118333,Evaluation of a pet-assisted living intervention for improving functional status in assisted living residents with mild to moderate cognitive impairment: a pilot study,軽度から中等度の認知障害を有する介護付き住宅居住者の機能状態改善のためのペット介在型生活介入の評価：パイロット研究,baba,0,,0,0,0,0,0,0,1,2,軽度〜中等度の認知機能障害; 高齢者施設入居高齢者,軽度〜中等度認知障害,2015
418,25118333,Evaluation of a pet-assisted living intervention for improving functional status in assisted living residents with mild to moderate cognitive impairment: a pilot study,軽度から中等度の認知障害を有する介護付き住宅居住者の機能状態改善のためのペット介在型生活介入の評価：パイロット研究,kobayashi,0,,0,0,0,1,1,0,1,2,軽度〜中等度の認知機能障害; 高齢者施設入居高齢者,軽度〜中等度認知障害,2015
419,29256912,Apathy and Cognitive Deficits in Patients with Transient Global Ischemia After Cardiac Arrest,心停止後の一過性全脳虚血患者における無関心と認知機能障害,baba,2,,0,0,1,0,0,0,1,1,心停止後の一過性全脳虚血,心停止後の一過性全脳虚血,2017
419,29256912,Apathy and Cognitive Deficits in Patients with Transient Global Ischemia After Cardiac Arrest,心停止後の一過性全脳虚血患者における無関心と認知機能障害,kobayashi,2,,0,0,1,1,0,0,1,1,心停止後の一過性全脳虚血,心停止後の一過性全脳虚血,2017
420,34708475,Intergenerational relationship quality and activity profiles among older adults in China,中国の高齢者における世代間関係品質と活動プロファイル,baba,1,,0,0,0,0,1,0,4,4,社会的引きこもり（高齢者の活動性低下）,社会的引きこもり,2022
420,34708475,Intergenerational relationship quality and activity profiles among older adults in China,中国の高齢者における世代間関係品質と活動プロファイル,kobayashi,1,,0,0,0,0,1,0,4,4,社会的引きこもり（高齢者の活動性低下）,社会的引きこもり,2022
421,28276131,Different clinical effect of four antidementia drugs for Alzheimer's disease patients depending on white matter severity,アルツハイマー病患者における4種類の抗認知症薬の臨床効果は白質病変の重症度によって異なる,baba,0,,0,0,0,0,0,0,1,1,アルツハイマー型認知症; 白質病変を伴うアルツハイマー型認知症,アルツハイマー病,2017
421,28276131,Different clinical effect of four antidementia drugs for Alzheimer's disease patients depending on white matter severity,アルツハイマー病患者における4種類の抗認知症薬の臨床効果は白質病変の重症度によって異なる,kobayashi,2,,0,0,0,1,0,1,1,1,アルツハイマー型認知症; 白質病変を伴うアルツハイマー型認知症,アルツハイマー病,2017
422,25876569,Computerized touch-panel screening tests for detecting mild cognitive impairment and Alzheimer's disease,軽度認知障害およびアルツハイマー病検出のためのコンピュータ化タッチパネルスクリーニング検査,baba,0,,0,0,0,0,0,0,1,1,軽度認知障害; アルツハイマー型認知症,軽度認知障害、アルツハイマー病,2015
422,25876569,Computerized touch-panel screening tests for detecting mild cognitive impairment and Alzheimer's disease,軽度認知障害およびアルツハイマー病検出のためのコンピュータ化タッチパネルスクリーニング検査,kobayashi,2,,0,0,0,1,0,0,1,1,軽度認知障害; アルツハイマー型認知症,軽度認知障害、アルツハイマー病,2015
423,29213453,Effects of cognitive stimulation on neuropsychiatric symptoms in elderly with Alzheimer's disease: A systematic review,アルツハイマー病高齢者の神経精神症状に対する認知刺激の効果：系統的レビュー,baba,2,介入にのみ使えるか,0,1,0,1,0,0,1,2,アルツハイマー型認知症,アルツハイマー病,2016
423,29213453,Effects of cognitive stimulation on neuropsychiatric symptoms in elderly with Alzheimer's disease: A systematic review,アルツハイマー病高齢者の神経精神症状に対する認知刺激の効果：系統的レビュー,kobayashi,1,,0,0,0,1,1,0,1,2,アルツハイマー型認知症,アルツハイマー病,2016
424,30877750,Hallucinations and Delusions Signal Alzheimer's Associated Cognitive Dysfunction More Strongly Compared to Other Neuropsychiatric Symptoms,幻覚と妄想は、他の神経精神症状と比較してアルツハイマー病関連認知機能障害をより強く示す,baba,1,,0,0,0,0,0,0,1,1,アルツハイマー型認知症,アルツハイマー型認知症,2020
424,30877750,Hallucinations and Delusions Signal Alzheimer's Associated Cognitive Dysfunction More Strongly Compared to Other Neuropsychiatric Symptoms,幻覚と妄想は、他の神経精神症状と比較してアルツハイマー病関連認知機能障害をより強く示す,kobayashi,1,,0,0,0,1,0,0,1,1,アルツハイマー型認知症,アルツハイマー型認知症,2020
425,30688000,Can we predict amyloid deposition by objective cognition and regional cerebral blood flow in patients with subjective cognitive decline?,主観的認知機能低下患者におけるアミロイド沈着を客観的認知機能と局所脳血流で予測できるか？,baba,0,,0,0,0,0,0,0,1,1,主観的認知低下; アルツハイマー病高リスク状態,主観的認知機能低下 (SCD),2019
425,30688000,Can we predict amyloid deposition by objective cognition and regional cerebral blood flow in patients with subjective cognitive decline?,主観的認知機能低下患者におけるアミロイド沈着を客観的認知機能と局所脳血流で予測できるか？,kobayashi,2,,0,0,0,1,0,0,1,1,主観的認知低下; アルツハイマー病高リスク状態,主観的認知機能低下 (SCD),2019
426,28755989,Apathy Mediates Cognitive Difficulties in Geriatric Depression,無関心は老年期うつ病における認知障害を媒介する,baba,1,,0,0,0,0,1,0,1,1,高齢者うつ病（後期うつ病）,高齢発症うつ病,2018
426,28755989,Apathy Mediates Cognitive Difficulties in Geriatric Depression,無関心は老年期うつ病における認知障害を媒介する,kobayashi,2,,0,0,0,1,1,0,1,1,高齢者うつ病（後期うつ病）,高齢発症うつ病,2018
427,27184278,Risk Factors for Malnutrition in Older Adults: A Systematic Review of the Literature Based on Longitudinal Data,高齢者における栄養失調の危険因子：縦断データに基づく文献の系統的レビュー,kanemoto,1,loss of interestが高齢者の低栄養の原因になっている可能性を調べているものなので、因果が逆方向,0,0,1,0,0,0,1,2,高齢者; 認知症; パーキンソン病; フレイル; 便秘; 嚥下障害; 食事動作依存; 人生への興味喪失を伴う高齢者,高齢者の低栄養,2016
427,27184278,Risk Factors for Malnutrition in Older Adults: A Systematic Review of the Literature Based on Longitudinal Data,高齢者における栄養失調の危険因子：縦断データに基づく文献の系統的レビュー,katakeda,1,"loss of interest in life (β: -0.58; P = 0.017)
上記の表現がアパシーを含む可能性？",0,0,0,0,1,0,1,2,高齢者; 認知症; パーキンソン病; フレイル; 便秘; 嚥下障害; 食事動作依存; 人生への興味喪失を伴う高齢者,高齢者の低栄養,2016
428,27911015,Depression with inflammation: longitudinal analysis of a proposed depressive subtype in community dwelling older adults,炎症を伴ううつ病：地域在住高齢者を対象とした提案されたうつ病サブタイプの縦断的分析,kanemoto,2,炎症を伴ううつ病は、無気力感の増大（中略）と関連していた。,0,0,1,0,1,0,1,1,高齢者うつ病; 炎症関連うつ病,うつ病・炎症,2017
428,27911015,Depression with inflammation: longitudinal analysis of a proposed depressive subtype in community dwelling older adults,炎症を伴ううつ病：地域在住高齢者を対象とした提案されたうつ病サブタイプの縦断的分析,katakeda,2,"Depression with inflammation was associated with more amotivation, less sadness, greater medical co-morbidity and higher body mass index.
上記症状がアパシーを表現している可能性",0,1,1,0,0,0,1,1,高齢者うつ病; 炎症関連うつ病,うつ病・炎症,2017
429,26296336,Prevalence and correlates of apathy in myotonic dystrophy type 1,筋強直性ジストロフィー1型における無気力の有病率と関連因子,kanemoto,1,"Apathy is a frequent symptom in DM1 (almost 40 %). It is more prevalent than in a similarly disabled group of patients with FSHD and in controls.
DM1の頻度が低いからなぁ。",0,0,1,0,0,0,1,1,筋強直性ジストロフィー1型; 顔面肩甲上腕型筋ジストロフィー,筋強直性ジストロフィー1型,2015
429,26296336,Prevalence and correlates of apathy in myotonic dystrophy type 1,筋強直性ジストロフィー1型における無気力の有病率と関連因子,katakeda,2,,0,0,1,1,0,0,1,1,筋強直性ジストロフィー1型; 顔面肩甲上腕型筋ジストロフィー,筋強直性ジストロフィー1型,2015
430,33793069,Characterization of dementia with Lewy bodies (DLB) and mild cognitive impairment using the Lewy body dementia module (LBD-MOD),レビー小体型認知症（DLB）および軽度認知障害のレビー小体型認知症モジュール（LBD-MOD）を用いた特徴付け,kanemoto,2,"DLB differed from AD in extrapyramidal symptoms, hallucinations, apathy, autonomic features, REM sleep behaviors, daytime sleepiness, cognitive fluctuations, timed attention tasks, and visual perception. MCI-DLB differed from MCI-AD in extrapyramidal features, mood, autonomic features, fluctuations, timed attention tasks, and visual perception.",0,0,0,1,0,0,1,1,レビー小体型認知症; レビー小体型軽度認知障害; アルツハイマー型認知症,レビー小体型認知症 / 軽度認知障害,2021
430,33793069,Characterization of dementia with Lewy bodies (DLB) and mild cognitive impairment using the Lewy body dementia module (LBD-MOD),レビー小体型認知症（DLB）および軽度認知障害のレビー小体型認知症モジュール（LBD-MOD）を用いた特徴付け,katakeda,2,,0,0,0,1,0,0,1,1,レビー小体型認知症; レビー小体型軽度認知障害; アルツハイマー型認知症,レビー小体型認知症 / 軽度認知障害,2021
431,35538522,Characteristics of people living with undiagnosed dementia: findings from the CFAS Wales study,未診断認知症患者の特徴：CFASウェールズ研究からの知見,kanemoto,2,いかなる認知症においてもアパシーを引き起こすという病態の背景としての認知症を示す疾患と証明する論文である。,0,0,0,1,0,0,1,1,認知症; 高齢者認知症,認知症,2022
431,35538522,Characteristics of people living with undiagnosed dementia: findings from the CFAS Wales study,未診断認知症患者の特徴：CFASウェールズ研究からの知見,katakeda,2,,0,0,0,1,0,0,1,1,認知症; 高齢者認知症,認知症,2022
432,30452412,Long-Term Severe Mental Disorders Preceding Behavioral Variant Frontotemporal Dementia: Frequency and Clinical Correlates in an Outpatient Sample,行動変異型前頭側頭型認知症に先行する長期重篤精神疾患：外来患者サンプルにおける頻度と臨床的相関,kanemoto,2,"ｂｖFTDでアパシー（無気力）を有する一群があることを示した論文として使用できると考えた。
The groups differed in Neuropsychiatric Inventory scores (p = 0.01), use of antipsychotics (p = 0.01), family history of psychosis (p = 0.01), presence of primitive reflexes (p = 0.04), Frontal Assessment Battery performance (p = 0.01), Ekman's facial emotion recognition test (p = 0.03), frequency of apathy (p = 0.03), and stereotyped behavior (p = 0.01). All these parameters were more frequent/worse in the bvFTD+ group. A prior medical history compatible with BAD/SCZ/SZA was found in more than 1/3 of this sample of bvFTD patients and was associated with subtle distinctive clinical features.",0,0,0,1,0,0,1,1,行動変異型前頭側頭型認知症; 双極性障害; 統合失調症; 統合失調感情障害,前頭側頭型認知症,2018
432,30452412,Long-Term Severe Mental Disorders Preceding Behavioral Variant Frontotemporal Dementia: Frequency and Clinical Correlates in an Outpatient Sample,行動変異型前頭側頭型認知症に先行する長期重篤精神疾患：外来患者サンプルにおける頻度と臨床的相関,katakeda,2,,0,0,0,1,0,0,1,1,行動変異型前頭側頭型認知症; 双極性障害; 統合失調症; 統合失調感情障害,前頭側頭型認知症,2018
